districtid,weekid,dose1,dose2
GJ_Gandhinagar,2,0,0
GJ_Gandhinagar,3,0,0
GJ_Gandhinagar,4,0,0
GJ_Gandhinagar,5,0,0
GJ_Gandhinagar,6,0,0
GJ_Gandhinagar,7,0,0
GJ_Gandhinagar,8,0,0
GJ_Gandhinagar,9,0,0
GJ_Gandhinagar,10,0,0
GJ_Gandhinagar,11,0,0
GJ_Gandhinagar,12,0,0
GJ_Gandhinagar,13,0,0
GJ_Gandhinagar,14,0,0
GJ_Gandhinagar,15,0,0
GJ_Gandhinagar,16,0,0
GJ_Gandhinagar,17,0,0
GJ_Gandhinagar,18,0,0
GJ_Gandhinagar,19,0,0
GJ_Gandhinagar,20,0,0
GJ_Gandhinagar,21,0,0
GJ_Gandhinagar,22,0,0
GJ_Gandhinagar,23,0,0
GJ_Gandhinagar,24,0,0
GJ_Gandhinagar,25,0,0
GJ_Gandhinagar,26,0,0
GJ_Gandhinagar,27,0,0
GJ_Gandhinagar,28,0,0
GJ_Gandhinagar,29,0,0
GJ_Gandhinagar,30,0,0
GJ_Gandhinagar,31,0,0
GJ_Gandhinagar,32,0,0
GJ_Gandhinagar,33,0,0
GJ_Gandhinagar,34,0,0
GJ_Gandhinagar,35,0,0
GJ_Gandhinagar,36,0,0
GJ_Gandhinagar,37,0,0
GJ_Gandhinagar,38,0,0
GJ_Gandhinagar,39,0,0
GJ_Gandhinagar,40,0,0
GJ_Gandhinagar,41,0,0
GJ_Gandhinagar,42,0,0
GJ_Gandhinagar,43,0,0
GJ_Gandhinagar,44,0,0
GJ_Gandhinagar,45,233,0
GJ_Gandhinagar,46,651,0
GJ_Gandhinagar,47,1085,0
GJ_Gandhinagar,48,1716,0
GJ_Gandhinagar,49,422,123
GJ_Gandhinagar,50,119,475
GJ_Gandhinagar,51,7158,2310
GJ_Gandhinagar,52,4945,1704
GJ_Gandhinagar,53,43196,10456
GJ_Gandhinagar,54,37965,645
GJ_Gandhinagar,55,9819,1431
GJ_Gandhinagar,56,0,0
GJ_Gandhinagar,57,0,0
GJ_Gandhinagar,58,0,0
GJ_Gandhinagar,59,0,3868
GJ_Gandhinagar,60,0,8271
GJ_Gandhinagar,61,0,6607
GJ_Gandhinagar,62,0,224
GJ_Gandhinagar,63,15135,293
GJ_Gandhinagar,64,34403,602
GJ_Gandhinagar,65,26098,5537
GJ_Gandhinagar,66,22902,4663
GJ_Gandhinagar,67,21858,7967
GJ_Gandhinagar,68,12227,7501
GJ_Gandhinagar,69,8805,4517
GJ_Gandhinagar,70,20787,5319
GJ_Gandhinagar,71,11737,5938
GJ_Gandhinagar,72,11980,10180
GJ_Gandhinagar,73,17650,8315
GJ_Gandhinagar,74,9710,4548
GJ_Gandhinagar,1,0,0
GJ_Gandhinagar,2,0,0
GJ_Gandhinagar,3,0,0
GJ_Gandhinagar,4,0,0
GJ_Gandhinagar,5,0,0
GJ_Gandhinagar,6,0,0
GJ_Gandhinagar,7,0,0
GJ_Gandhinagar,8,0,0
GJ_Gandhinagar,9,0,0
GJ_Gandhinagar,10,0,0
GJ_Gandhinagar,11,0,0
GJ_Gandhinagar,12,0,0
GJ_Gandhinagar,13,0,0
GJ_Gandhinagar,14,0,0
GJ_Gandhinagar,15,0,0
GJ_Gandhinagar,16,0,0
GJ_Gandhinagar,17,0,0
GJ_Gandhinagar,18,0,0
GJ_Gandhinagar,19,0,0
GJ_Gandhinagar,20,0,0
GJ_Gandhinagar,21,0,0
GJ_Gandhinagar,22,0,0
GJ_Gandhinagar,23,0,0
GJ_Gandhinagar,24,0,0
GJ_Gandhinagar,25,0,0
GJ_Gandhinagar,26,0,0
GJ_Gandhinagar,27,0,0
GJ_Gandhinagar,28,0,0
GJ_Gandhinagar,29,0,0
GJ_Gandhinagar,30,0,0
GJ_Gandhinagar,31,0,0
GJ_Gandhinagar,32,0,0
GJ_Gandhinagar,33,0,0
GJ_Gandhinagar,34,0,0
GJ_Gandhinagar,35,0,0
GJ_Gandhinagar,36,0,0
GJ_Gandhinagar,37,0,0
GJ_Gandhinagar,38,0,0
GJ_Gandhinagar,39,0,0
GJ_Gandhinagar,40,0,0
GJ_Gandhinagar,41,0,0
GJ_Gandhinagar,42,0,0
GJ_Gandhinagar,43,0,0
GJ_Gandhinagar,44,0,0
GJ_Gandhinagar,45,233,0
GJ_Gandhinagar,46,651,0
GJ_Gandhinagar,47,1085,0
GJ_Gandhinagar,48,1716,0
GJ_Gandhinagar,49,422,123
GJ_Gandhinagar,50,119,475
GJ_Gandhinagar,51,7158,2310
GJ_Gandhinagar,52,4945,1704
GJ_Gandhinagar,53,43196,10456
GJ_Gandhinagar,54,37965,645
GJ_Gandhinagar,55,9819,1431
GJ_Gandhinagar,56,0,0
GJ_Gandhinagar,57,0,0
GJ_Gandhinagar,58,0,0
GJ_Gandhinagar,59,0,3868
GJ_Gandhinagar,60,0,8271
GJ_Gandhinagar,61,0,6607
GJ_Gandhinagar,62,0,224
GJ_Gandhinagar,63,15135,293
GJ_Gandhinagar,64,34403,602
GJ_Gandhinagar,65,26098,5537
GJ_Gandhinagar,66,22902,4663
GJ_Gandhinagar,67,21858,7967
GJ_Gandhinagar,68,12227,7501
GJ_Gandhinagar,69,8805,4517
GJ_Gandhinagar,70,20787,5319
GJ_Gandhinagar,71,11737,5938
GJ_Gandhinagar,72,11980,10180
GJ_Gandhinagar,73,17650,8315
GJ_Gandhinagar,74,9710,4548
GJ_Gir Somnath,1,0,0
GJ_Gir Somnath,2,0,0
GJ_Gir Somnath,3,0,0
GJ_Gir Somnath,4,0,0
GJ_Gir Somnath,5,0,0
GJ_Gir Somnath,6,0,0
GJ_Gir Somnath,7,0,0
GJ_Gir Somnath,8,0,0
GJ_Gir Somnath,9,0,0
GJ_Gir Somnath,10,0,0
GJ_Gir Somnath,11,0,0
GJ_Gir Somnath,12,0,0
GJ_Gir Somnath,13,0,0
GJ_Gir Somnath,14,0,0
GJ_Gir Somnath,15,0,0
GJ_Gir Somnath,16,0,0
GJ_Gir Somnath,17,0,0
GJ_Gir Somnath,18,0,0
GJ_Gir Somnath,19,0,0
GJ_Gir Somnath,20,0,0
GJ_Gir Somnath,21,0,0
GJ_Gir Somnath,22,0,0
GJ_Gir Somnath,23,0,0
GJ_Gir Somnath,24,0,0
GJ_Gir Somnath,25,0,0
GJ_Gir Somnath,26,0,0
GJ_Gir Somnath,27,0,0
GJ_Gir Somnath,28,0,0
GJ_Gir Somnath,29,0,0
GJ_Gir Somnath,30,0,0
GJ_Gir Somnath,31,0,0
GJ_Gir Somnath,32,0,0
GJ_Gir Somnath,33,0,0
GJ_Gir Somnath,34,0,0
GJ_Gir Somnath,35,0,0
GJ_Gir Somnath,36,0,0
GJ_Gir Somnath,37,0,0
GJ_Gir Somnath,38,0,0
GJ_Gir Somnath,39,0,0
GJ_Gir Somnath,40,0,0
GJ_Gir Somnath,41,0,0
GJ_Gir Somnath,42,0,0
GJ_Gir Somnath,43,0,0
GJ_Gir Somnath,44,0,0
GJ_Gir Somnath,45,588,0
GJ_Gir Somnath,46,1080,0
GJ_Gir Somnath,47,4085,0
GJ_Gir Somnath,48,5936,0
GJ_Gir Somnath,49,1407,764
GJ_Gir Somnath,50,145,1140
GJ_Gir Somnath,51,7242,2171
GJ_Gir Somnath,52,10281,4224
GJ_Gir Somnath,53,10410,2950
GJ_Gir Somnath,54,14369,521
GJ_Gir Somnath,55,11863,1204
GJ_Gir Somnath,56,34813,2830
GJ_Gir Somnath,57,32344,5471
GJ_Gir Somnath,58,13875,6238
GJ_Gir Somnath,59,14835,6707
GJ_Gir Somnath,60,7933,8204
GJ_Gir Somnath,61,10801,9620
GJ_Gir Somnath,62,1045,1350
GJ_Gir Somnath,63,6140,3398
GJ_Gir Somnath,64,14882,9344
GJ_Gir Somnath,65,29028,3462
GJ_Gir Somnath,66,26759,1187
GJ_Gir Somnath,67,38310,4171
GJ_Gir Somnath,68,23607,3857
GJ_Gir Somnath,69,16862,5028
GJ_Gir Somnath,70,28066,7516
GJ_Gir Somnath,71,28503,11433
GJ_Gir Somnath,72,36460,9389
GJ_Gir Somnath,73,54964,12116
GJ_Gir Somnath,74,52374,21316
GJ_Jamnagar,1,0,0
GJ_Jamnagar,2,0,0
GJ_Jamnagar,3,0,0
GJ_Jamnagar,4,0,0
GJ_Jamnagar,5,0,0
GJ_Jamnagar,6,0,0
GJ_Jamnagar,7,0,0
GJ_Jamnagar,8,0,0
GJ_Jamnagar,9,0,0
GJ_Jamnagar,10,0,0
GJ_Jamnagar,11,0,0
GJ_Jamnagar,12,0,0
GJ_Jamnagar,13,0,0
GJ_Jamnagar,14,0,0
GJ_Jamnagar,15,0,0
GJ_Jamnagar,16,0,0
GJ_Jamnagar,17,0,0
GJ_Jamnagar,18,0,0
GJ_Jamnagar,19,0,0
GJ_Jamnagar,20,0,0
GJ_Jamnagar,21,0,0
GJ_Jamnagar,22,0,0
GJ_Jamnagar,23,0,0
GJ_Jamnagar,24,0,0
GJ_Jamnagar,25,0,0
GJ_Jamnagar,26,0,0
GJ_Jamnagar,27,0,0
GJ_Jamnagar,28,0,0
GJ_Jamnagar,29,0,0
GJ_Jamnagar,30,0,0
GJ_Jamnagar,31,0,0
GJ_Jamnagar,32,0,0
GJ_Jamnagar,33,0,0
GJ_Jamnagar,34,0,0
GJ_Jamnagar,35,0,0
GJ_Jamnagar,36,0,0
GJ_Jamnagar,37,0,0
GJ_Jamnagar,38,0,0
GJ_Jamnagar,39,0,0
GJ_Jamnagar,40,0,0
GJ_Jamnagar,41,0,0
GJ_Jamnagar,42,0,0
GJ_Jamnagar,43,0,0
GJ_Jamnagar,44,0,0
GJ_Jamnagar,45,955,0
GJ_Jamnagar,46,1328,0
GJ_Jamnagar,47,2813,0
GJ_Jamnagar,48,2150,0
GJ_Jamnagar,49,595,823
GJ_Jamnagar,50,63,1500
GJ_Jamnagar,51,4999,1112
GJ_Jamnagar,52,5790,1313
GJ_Jamnagar,53,30356,4133
GJ_Jamnagar,54,31687,525
GJ_Jamnagar,55,4358,769
GJ_Jamnagar,56,0,1683
GJ_Jamnagar,57,0,4446
GJ_Jamnagar,58,4457,6154
GJ_Jamnagar,59,9230,7476
GJ_Jamnagar,60,14800,9867
GJ_Jamnagar,61,13605,7094
GJ_Jamnagar,62,8784,413
GJ_Jamnagar,63,39387,239
GJ_Jamnagar,64,33985,442
GJ_Jamnagar,65,23771,3018
GJ_Jamnagar,66,17252,2479
GJ_Jamnagar,67,12885,6995
GJ_Jamnagar,68,10739,5807
GJ_Jamnagar,69,6209,4360
GJ_Jamnagar,70,9546,6336
GJ_Jamnagar,71,10467,7094
GJ_Jamnagar,72,8493,9246
GJ_Jamnagar,73,11114,11712
GJ_Jamnagar,74,19515,9609
GJ_Jamnagar,1,0,0
GJ_Jamnagar,2,0,0
GJ_Jamnagar,3,0,0
GJ_Jamnagar,4,0,0
GJ_Jamnagar,5,0,0
GJ_Jamnagar,6,0,0
GJ_Jamnagar,7,0,0
GJ_Jamnagar,8,0,0
GJ_Jamnagar,9,0,0
GJ_Jamnagar,10,0,0
GJ_Jamnagar,11,0,0
GJ_Jamnagar,12,0,0
GJ_Jamnagar,13,0,0
GJ_Jamnagar,14,0,0
GJ_Jamnagar,15,0,0
GJ_Jamnagar,16,0,0
GJ_Jamnagar,17,0,0
GJ_Jamnagar,18,0,0
GJ_Jamnagar,19,0,0
GJ_Jamnagar,20,0,0
GJ_Jamnagar,21,0,0
GJ_Jamnagar,22,0,0
GJ_Jamnagar,23,0,0
GJ_Jamnagar,24,0,0
GJ_Jamnagar,25,0,0
GJ_Jamnagar,26,0,0
GJ_Jamnagar,27,0,0
GJ_Jamnagar,28,0,0
GJ_Jamnagar,29,0,0
GJ_Jamnagar,30,0,0
GJ_Jamnagar,31,0,0
GJ_Jamnagar,32,0,0
GJ_Jamnagar,33,0,0
GJ_Jamnagar,34,0,0
GJ_Jamnagar,35,0,0
GJ_Jamnagar,36,0,0
GJ_Jamnagar,37,0,0
GJ_Jamnagar,38,0,0
GJ_Jamnagar,39,0,0
GJ_Jamnagar,40,0,0
GJ_Jamnagar,41,0,0
GJ_Jamnagar,42,0,0
GJ_Jamnagar,43,0,0
GJ_Jamnagar,44,0,0
GJ_Jamnagar,45,955,0
GJ_Jamnagar,46,1328,0
GJ_Jamnagar,47,2813,0
GJ_Jamnagar,48,2150,0
GJ_Jamnagar,49,595,823
GJ_Jamnagar,50,63,1500
GJ_Jamnagar,51,4999,1112
GJ_Jamnagar,52,5790,1313
GJ_Jamnagar,53,30356,4133
GJ_Jamnagar,54,31687,525
GJ_Jamnagar,55,4358,769
GJ_Jamnagar,56,0,1683
GJ_Jamnagar,57,0,4446
GJ_Jamnagar,58,4457,6154
GJ_Jamnagar,59,9230,7476
GJ_Jamnagar,60,14800,9867
GJ_Jamnagar,61,13605,7094
GJ_Jamnagar,62,8784,413
GJ_Jamnagar,63,39387,239
GJ_Jamnagar,64,33985,442
GJ_Jamnagar,65,23771,3018
GJ_Jamnagar,66,17252,2479
GJ_Jamnagar,67,12885,6995
GJ_Jamnagar,68,10739,5807
GJ_Jamnagar,69,6209,4360
GJ_Jamnagar,70,9546,6336
GJ_Jamnagar,71,10467,7094
GJ_Jamnagar,72,8493,9246
GJ_Jamnagar,73,11114,11712
GJ_Jamnagar,74,19515,9609
GJ_Junagadh,1,0,0
GJ_Junagadh,2,0,0
GJ_Junagadh,3,0,0
GJ_Junagadh,4,0,0
GJ_Junagadh,5,0,0
GJ_Junagadh,6,0,0
GJ_Junagadh,7,0,0
GJ_Junagadh,8,0,0
GJ_Junagadh,9,0,0
GJ_Junagadh,10,0,0
GJ_Junagadh,11,0,0
GJ_Junagadh,12,0,0
GJ_Junagadh,13,0,0
GJ_Junagadh,14,0,0
GJ_Junagadh,15,0,0
GJ_Junagadh,16,0,0
GJ_Junagadh,17,0,0
GJ_Junagadh,18,0,0
GJ_Junagadh,19,0,0
GJ_Junagadh,20,0,0
GJ_Junagadh,21,0,0
GJ_Junagadh,22,0,0
GJ_Junagadh,23,0,0
GJ_Junagadh,24,0,0
GJ_Junagadh,25,0,0
GJ_Junagadh,26,0,0
GJ_Junagadh,27,0,0
GJ_Junagadh,28,0,0
GJ_Junagadh,29,0,0
GJ_Junagadh,30,0,0
GJ_Junagadh,31,0,0
GJ_Junagadh,32,0,0
GJ_Junagadh,33,0,0
GJ_Junagadh,34,0,0
GJ_Junagadh,35,0,0
GJ_Junagadh,36,0,0
GJ_Junagadh,37,0,0
GJ_Junagadh,38,0,0
GJ_Junagadh,39,0,0
GJ_Junagadh,40,0,0
GJ_Junagadh,41,0,0
GJ_Junagadh,42,0,0
GJ_Junagadh,43,0,0
GJ_Junagadh,44,0,0
GJ_Junagadh,45,166,0
GJ_Junagadh,46,1432,0
GJ_Junagadh,47,503,0
GJ_Junagadh,48,1847,0
GJ_Junagadh,49,229,307
GJ_Junagadh,50,3,1183
GJ_Junagadh,51,4954,768
GJ_Junagadh,52,3404,647
GJ_Junagadh,53,40128,7422
GJ_Junagadh,54,34534,366
GJ_Junagadh,55,4849,699
GJ_Junagadh,56,0,0
GJ_Junagadh,57,0,351
GJ_Junagadh,58,0,2734
GJ_Junagadh,59,0,4345
GJ_Junagadh,60,0,5009
GJ_Junagadh,61,0,4649
GJ_Junagadh,62,0,9
GJ_Junagadh,63,0,79
GJ_Junagadh,64,0,640
GJ_Junagadh,65,0,1181
GJ_Junagadh,66,7994,1148
GJ_Junagadh,67,12971,4684
GJ_Junagadh,68,9789,5928
GJ_Junagadh,69,5875,4359
GJ_Junagadh,70,9963,4289
GJ_Junagadh,71,8887,3821
GJ_Junagadh,72,12578,4727
GJ_Junagadh,73,12094,4779
GJ_Junagadh,74,14563,4780
GJ_Junagadh,1,0,0
GJ_Junagadh,2,0,0
GJ_Junagadh,3,0,0
GJ_Junagadh,4,0,0
GJ_Junagadh,5,0,0
GJ_Junagadh,6,0,0
GJ_Junagadh,7,0,0
GJ_Junagadh,8,0,0
GJ_Junagadh,9,0,0
GJ_Junagadh,10,0,0
GJ_Junagadh,11,0,0
GJ_Junagadh,12,0,0
GJ_Junagadh,13,0,0
GJ_Junagadh,14,0,0
GJ_Junagadh,15,0,0
GJ_Junagadh,16,0,0
GJ_Junagadh,17,0,0
GJ_Junagadh,18,0,0
GJ_Junagadh,19,0,0
GJ_Junagadh,20,0,0
GJ_Junagadh,21,0,0
GJ_Junagadh,22,0,0
GJ_Junagadh,23,0,0
GJ_Junagadh,24,0,0
GJ_Junagadh,25,0,0
GJ_Junagadh,26,0,0
GJ_Junagadh,27,0,0
GJ_Junagadh,28,0,0
GJ_Junagadh,29,0,0
GJ_Junagadh,30,0,0
GJ_Junagadh,31,0,0
GJ_Junagadh,32,0,0
GJ_Junagadh,33,0,0
GJ_Junagadh,34,0,0
GJ_Junagadh,35,0,0
GJ_Junagadh,36,0,0
GJ_Junagadh,37,0,0
GJ_Junagadh,38,0,0
GJ_Junagadh,39,0,0
GJ_Junagadh,40,0,0
GJ_Junagadh,41,0,0
GJ_Junagadh,42,0,0
GJ_Junagadh,43,0,0
GJ_Junagadh,44,0,0
GJ_Junagadh,45,166,0
GJ_Junagadh,46,1432,0
GJ_Junagadh,47,503,0
GJ_Junagadh,48,1847,0
GJ_Junagadh,49,229,307
GJ_Junagadh,50,3,1183
GJ_Junagadh,51,4954,768
GJ_Junagadh,52,3404,647
GJ_Junagadh,53,40128,7422
GJ_Junagadh,54,34534,366
GJ_Junagadh,55,4849,699
GJ_Junagadh,56,0,0
GJ_Junagadh,57,0,351
GJ_Junagadh,58,0,2734
GJ_Junagadh,59,0,4345
GJ_Junagadh,60,0,5009
GJ_Junagadh,61,0,4649
GJ_Junagadh,62,0,9
GJ_Junagadh,63,0,79
GJ_Junagadh,64,0,640
GJ_Junagadh,65,0,1181
GJ_Junagadh,66,7994,1148
GJ_Junagadh,67,12971,4684
GJ_Junagadh,68,9789,5928
GJ_Junagadh,69,5875,4359
GJ_Junagadh,70,9963,4289
GJ_Junagadh,71,8887,3821
GJ_Junagadh,72,12578,4727
GJ_Junagadh,73,12094,4779
GJ_Junagadh,74,14563,4780
GJ_Kheda,1,0,0
GJ_Kheda,2,0,0
GJ_Kheda,3,0,0
GJ_Kheda,4,0,0
GJ_Kheda,5,0,0
GJ_Kheda,6,0,0
GJ_Kheda,7,0,0
GJ_Kheda,8,0,0
GJ_Kheda,9,0,0
GJ_Kheda,10,0,0
GJ_Kheda,11,0,0
GJ_Kheda,12,0,0
GJ_Kheda,13,0,0
GJ_Kheda,14,0,0
GJ_Kheda,15,0,0
GJ_Kheda,16,0,0
GJ_Kheda,17,0,0
GJ_Kheda,18,0,0
GJ_Kheda,19,0,0
GJ_Kheda,20,0,0
GJ_Kheda,21,0,0
GJ_Kheda,22,0,0
GJ_Kheda,23,0,0
GJ_Kheda,24,0,0
GJ_Kheda,25,0,0
GJ_Kheda,26,0,0
GJ_Kheda,27,0,0
GJ_Kheda,28,0,0
GJ_Kheda,29,0,0
GJ_Kheda,30,0,0
GJ_Kheda,31,0,0
GJ_Kheda,32,0,0
GJ_Kheda,33,0,0
GJ_Kheda,34,0,0
GJ_Kheda,35,0,0
GJ_Kheda,36,0,0
GJ_Kheda,37,0,0
GJ_Kheda,38,0,0
GJ_Kheda,39,0,0
GJ_Kheda,40,0,0
GJ_Kheda,41,0,0
GJ_Kheda,42,0,0
GJ_Kheda,43,0,0
GJ_Kheda,44,0,0
GJ_Kheda,45,1329,0
GJ_Kheda,46,6253,0
GJ_Kheda,47,7713,0
GJ_Kheda,48,9995,0
GJ_Kheda,49,965,1854
GJ_Kheda,50,231,4848
GJ_Kheda,51,16739,5509
GJ_Kheda,52,14949,6520
GJ_Kheda,53,27043,978
GJ_Kheda,54,48469,647
GJ_Kheda,55,56913,5067
GJ_Kheda,56,63847,6770
GJ_Kheda,57,33139,9897
GJ_Kheda,58,16576,13331
GJ_Kheda,59,13539,15952
GJ_Kheda,60,11296,21003
GJ_Kheda,61,12501,21649
GJ_Kheda,62,5984,6591
GJ_Kheda,63,20408,10886
GJ_Kheda,64,27414,10643
GJ_Kheda,65,49176,9036
GJ_Kheda,66,45812,9123
GJ_Kheda,67,61809,12691
GJ_Kheda,68,41846,10028
GJ_Kheda,69,24636,6114
GJ_Kheda,70,40899,10005
GJ_Kheda,71,33005,9232
GJ_Kheda,72,39725,8036
GJ_Kheda,73,62053,15026
GJ_Kheda,74,94987,36048
GJ_Kutch,1,0,0
GJ_Kutch,2,0,0
GJ_Kutch,3,0,0
GJ_Kutch,4,0,0
GJ_Kutch,5,0,0
GJ_Kutch,6,0,0
GJ_Kutch,7,0,0
GJ_Kutch,8,0,0
GJ_Kutch,9,0,0
GJ_Kutch,10,0,0
GJ_Kutch,11,0,0
GJ_Kutch,12,0,0
GJ_Kutch,13,0,0
GJ_Kutch,14,0,0
GJ_Kutch,15,0,0
GJ_Kutch,16,0,0
GJ_Kutch,17,0,0
GJ_Kutch,18,0,0
GJ_Kutch,19,0,0
GJ_Kutch,20,0,0
GJ_Kutch,21,0,0
GJ_Kutch,22,0,0
GJ_Kutch,23,0,0
GJ_Kutch,24,0,0
GJ_Kutch,25,0,0
GJ_Kutch,26,0,0
GJ_Kutch,27,0,0
GJ_Kutch,28,0,0
GJ_Kutch,29,0,0
GJ_Kutch,30,0,0
GJ_Kutch,31,0,0
GJ_Kutch,32,0,0
GJ_Kutch,33,0,0
GJ_Kutch,34,0,0
GJ_Kutch,35,0,0
GJ_Kutch,36,0,0
GJ_Kutch,37,0,0
GJ_Kutch,38,0,0
GJ_Kutch,39,0,0
GJ_Kutch,40,0,0
GJ_Kutch,41,0,0
GJ_Kutch,42,0,0
GJ_Kutch,43,0,0
GJ_Kutch,44,0,0
GJ_Kutch,45,3032,0
GJ_Kutch,46,5094,0
GJ_Kutch,47,12799,0
GJ_Kutch,48,7618,0
GJ_Kutch,49,1321,2858
GJ_Kutch,50,577,3603
GJ_Kutch,51,27418,6962
GJ_Kutch,52,25282,8168
GJ_Kutch,53,28314,2397
GJ_Kutch,54,35776,1036
GJ_Kutch,55,28715,5836
GJ_Kutch,56,47811,14496
GJ_Kutch,57,23783,13914
GJ_Kutch,58,14781,16546
GJ_Kutch,59,17006,17577
GJ_Kutch,60,14446,11081
GJ_Kutch,61,14123,12291
GJ_Kutch,62,7388,356
GJ_Kutch,63,34046,1311
GJ_Kutch,64,41271,4053
GJ_Kutch,65,38816,7413
GJ_Kutch,66,43175,4912
GJ_Kutch,67,93282,14180
GJ_Kutch,68,42245,14438
GJ_Kutch,69,19504,9759
GJ_Kutch,70,40514,14321
GJ_Kutch,71,48749,18174
GJ_Kutch,72,48473,17931
GJ_Kutch,73,79862,25918
GJ_Kutch,74,94401,16203
GJ_Mahisagar,1,0,0
GJ_Mahisagar,2,0,0
GJ_Mahisagar,3,0,0
GJ_Mahisagar,4,0,0
GJ_Mahisagar,5,0,0
GJ_Mahisagar,6,0,0
GJ_Mahisagar,7,0,0
GJ_Mahisagar,8,0,0
GJ_Mahisagar,9,0,0
GJ_Mahisagar,10,0,0
GJ_Mahisagar,11,0,0
GJ_Mahisagar,12,0,0
GJ_Mahisagar,13,0,0
GJ_Mahisagar,14,0,0
GJ_Mahisagar,15,0,0
GJ_Mahisagar,16,0,0
GJ_Mahisagar,17,0,0
GJ_Mahisagar,18,0,0
GJ_Mahisagar,19,0,0
GJ_Mahisagar,20,0,0
GJ_Mahisagar,21,0,0
GJ_Mahisagar,22,0,0
GJ_Mahisagar,23,0,0
GJ_Mahisagar,24,0,0
GJ_Mahisagar,25,0,0
GJ_Mahisagar,26,0,0
GJ_Mahisagar,27,0,0
GJ_Mahisagar,28,0,0
GJ_Mahisagar,29,0,0
GJ_Mahisagar,30,0,0
GJ_Mahisagar,31,0,0
GJ_Mahisagar,32,0,0
GJ_Mahisagar,33,0,0
GJ_Mahisagar,34,0,0
GJ_Mahisagar,35,0,0
GJ_Mahisagar,36,0,0
GJ_Mahisagar,37,0,0
GJ_Mahisagar,38,0,0
GJ_Mahisagar,39,0,0
GJ_Mahisagar,40,0,0
GJ_Mahisagar,41,0,0
GJ_Mahisagar,42,0,0
GJ_Mahisagar,43,0,0
GJ_Mahisagar,44,0,0
GJ_Mahisagar,45,300,0
GJ_Mahisagar,46,3083,0
GJ_Mahisagar,47,4447,0
GJ_Mahisagar,48,7164,0
GJ_Mahisagar,49,520,986
GJ_Mahisagar,50,47,1868
GJ_Mahisagar,51,11434,2009
GJ_Mahisagar,52,10330,4135
GJ_Mahisagar,53,17846,717
GJ_Mahisagar,54,38771,1298
GJ_Mahisagar,55,34353,4115
GJ_Mahisagar,56,63341,9813
GJ_Mahisagar,57,23888,8366
GJ_Mahisagar,58,17858,11941
GJ_Mahisagar,59,8969,10049
GJ_Mahisagar,60,7568,8904
GJ_Mahisagar,61,5759,11760
GJ_Mahisagar,62,509,3595
GJ_Mahisagar,63,1266,11646
GJ_Mahisagar,64,7090,8658
GJ_Mahisagar,65,19431,6717
GJ_Mahisagar,66,24528,6999
GJ_Mahisagar,67,42913,1112
GJ_Mahisagar,68,16478,3068
GJ_Mahisagar,69,6141,4899
GJ_Mahisagar,70,8363,8305
GJ_Mahisagar,71,10565,13051
GJ_Mahisagar,72,7294,13231
GJ_Mahisagar,73,16674,27965
GJ_Mahisagar,74,24657,36417
GJ_Mehsana,1,0,0
GJ_Mehsana,2,0,0
GJ_Mehsana,3,0,0
GJ_Mehsana,4,0,0
GJ_Mehsana,5,0,0
GJ_Mehsana,6,0,0
GJ_Mehsana,7,0,0
GJ_Mehsana,8,0,0
GJ_Mehsana,9,0,0
GJ_Mehsana,10,0,0
GJ_Mehsana,11,0,0
GJ_Mehsana,12,0,0
GJ_Mehsana,13,0,0
GJ_Mehsana,14,0,0
GJ_Mehsana,15,0,0
GJ_Mehsana,16,0,0
GJ_Mehsana,17,0,0
GJ_Mehsana,18,0,0
GJ_Mehsana,19,0,0
GJ_Mehsana,20,0,0
GJ_Mehsana,21,0,0
GJ_Mehsana,22,0,0
GJ_Mehsana,23,0,0
GJ_Mehsana,24,0,0
GJ_Mehsana,25,0,0
GJ_Mehsana,26,0,0
GJ_Mehsana,27,0,0
GJ_Mehsana,28,0,0
GJ_Mehsana,29,0,0
GJ_Mehsana,30,0,0
GJ_Mehsana,31,0,0
GJ_Mehsana,32,0,0
GJ_Mehsana,33,0,0
GJ_Mehsana,34,0,0
GJ_Mehsana,35,0,0
GJ_Mehsana,36,0,0
GJ_Mehsana,37,0,0
GJ_Mehsana,38,0,0
GJ_Mehsana,39,0,0
GJ_Mehsana,40,0,0
GJ_Mehsana,41,0,0
GJ_Mehsana,42,0,0
GJ_Mehsana,43,0,0
GJ_Mehsana,44,0,0
GJ_Mehsana,45,1205,0
GJ_Mehsana,46,5095,0
GJ_Mehsana,47,8925,0
GJ_Mehsana,48,7845,0
GJ_Mehsana,49,2080,1504
GJ_Mehsana,50,1069,2528
GJ_Mehsana,51,26167,6312
GJ_Mehsana,52,15874,5661
GJ_Mehsana,53,23865,2836
GJ_Mehsana,54,73356,1242
GJ_Mehsana,55,51980,6564
GJ_Mehsana,56,66818,12849
GJ_Mehsana,57,32388,14010
GJ_Mehsana,58,17369,22379
GJ_Mehsana,59,24063,26266
GJ_Mehsana,60,23171,22141
GJ_Mehsana,61,20313,24367
GJ_Mehsana,62,10031,4291
GJ_Mehsana,63,53022,1368
GJ_Mehsana,64,54052,3103
GJ_Mehsana,65,49854,5304
GJ_Mehsana,66,54567,7922
GJ_Mehsana,67,89293,21761
GJ_Mehsana,68,43188,24062
GJ_Mehsana,69,18606,18523
GJ_Mehsana,70,30034,24425
GJ_Mehsana,71,26308,23467
GJ_Mehsana,72,33830,16738
