districtid,vaccinationratio,populationratio,ratioofratios
LD_Lakshadweep,0.8319943102494534,0.9464722398333484,0.8790477683697814
UP_Mainpuri,0.7758148649816997,0.8809867754135641,0.8806203301037144
MP_Guna,0.8035059346752534,0.9119058398859188,0.8811281818041363
UT_Udham Singh Nagar,0.8108793991502876,0.9200449939041644,0.8813475476991206
UP_Farrukhabad,0.77004346079979,0.8735132771505804,0.8815475172989801
MN_Thoubal,0.8835963664724503,1.0022670682254737,0.8815977242840759
MP_Bhopal,0.8099117629963277,0.9181323970779772,0.8821295987092173
MH_Chandrapur,0.8481305016928286,0.9614168996488806,0.8821672491949898
MH_Pune,0.8075436567120978,0.9149486048733729,0.8826109493044806
AR_Lower Subansiri,0.8692791924232972,0.9843223478240088,0.8831245113401807
OR_Balangir,0.8724184201601368,0.9865112149543969,0.8843471893023191
BR_Kaimur,0.8139185806385448,0.920156409753886,0.8845437275780575
HR_Palwal,0.7797727674103726,0.8804574235748795,0.885645059637635
UP_Pilibhit,0.7924879208528262,0.8945925474019638,0.8858646577755813
OR_Sambalpur,0.864788675557964,0.9759811113409771,0.8860711191118883
NL_Wokha,0.858451290591174,0.9684397372936513,0.8864271647817292
UP_Banda,0.7654017654017654,0.8629824118209791,0.8869262628269459
UP_Auraiya,0.7671431644993271,0.8641492351764769,0.8877438447800753
JH_Hazaribagh,0.8408079259552098,0.9469435311786871,0.8879177039296448
GJ_Tapi,0.8938739212159185,1.006579012799984,0.8880315502798377
ML_South Garo Hills,0.8394543072683742,0.9452507858411917,0.8880757570821084
GJ_Kheda,0.8349050018403117,0.9396412496299739,0.8885359196066511
MP_Ashoknagar,0.803317304341766,0.9040120584809288,0.8886134834214857
TG_Adilabad,0.8899603262067446,1.0014931399528475,0.888633472066165
PB_Barnala,0.7786062050561225,0.8755456314838027,0.8892811260294964
UP_Kanpur Dehat,0.7692780494297917,0.8647024931093013,0.8896447686459399
AS_Cachar,0.8543411381326931,0.9594362529392384,0.890461597125827
PB_Tarn Taran,0.8018800286784036,0.8997045993257196,0.8912703450436619
JH_Palamu,0.8279409642351181,0.927720505375126,0.8924465498370527
MH_Osmanabad,0.8246575745106108,0.9239798731334189,0.8925059933546124
MP_Katni,0.8500053506976986,0.9516867493538647,0.8931566518865568
RJ_Jaisalmer,0.7618170328601983,0.8520989306291262,0.8940476339968288
MP_Chhindwara,0.8624168602948726,0.9642882641845504,0.8943558605104198
MH_Gadchiroli,0.8784578155726254,0.9820552419235657,0.8945095734655185
MN_Churachandpur,0.8720337816128885,0.9748091053162369,0.8945687692668739
JH_Godda,0.8394633804558381,0.9375994760497812,0.8953326040588224
UP_Aligarh,0.7901901771500056,0.8821191231949246,0.8957862451593115
BR_Patna,0.8031338358143938,0.8965217611625357,0.8958330635197922
TG_Nizamabad,0.9318178736253057,1.0400218767815863,0.895959877794951
PB_Amritsar,0.7968782817284414,0.889139022214671,0.8962358661793673
ML_East Khasi Hills,0.905908455070429,1.010770567913738,0.8962552767442095
MP_Sagar,0.8007850268702359,0.8932893508255079,0.8964452852037397
TN_Thoothukkudi,0.9178116995928008,1.0232757355023752,0.8969348805502586
PB_Patiala,0.8003410400487623,0.8909171070560048,0.8983339007749587
UP_Etawah,0.7818601082505608,0.8700700828509818,0.8986173914733616
MH_Yavatmal,0.8573708249652887,0.9524058691587469,0.9002158142122728
MP_Betul,0.8744804674395199,0.9710848860661933,0.9005190792145761
UP_Jhansi,0.8021791331174166,0.8900463006744617,0.901277981279782
UP_Kanpur Nagar,0.777599515437908,0.8624509412530907,0.9016159392302376
MP_Ratlam,0.8755669840043006,0.9709945668149019,0.901721815886543
TN_Coimbatore,0.9014635870520331,0.9996825299529231,0.9017498656243245
OR_Kalahandi,0.90492472719102,1.0033883834476134,0.9018688497087488
OR_Bargarh,0.8817348262132563,0.9772185151122389,0.9022903399573678
GA_South Goa,0.8908559810132122,0.9863891361179422,0.9031486138617537
WB_Uttar Dinajpur,0.8481511110420729,0.9387530898104917,0.903486891545988
MP_Umaria,0.858744409301351,0.9498297416791159,0.9041035162609842
JK_Punch,0.8074647742341764,0.8929610677295265,0.9042552955721396
JH_Chatra,0.8626017970369925,0.9532077874647663,0.9049462335292525
MP_Mandsaur,0.8714583581556059,0.9629626375300029,0.9049762931518244
AS_Hailakandi,0.8612065750213129,0.9512148924206103,0.905375411890106
RJ_Jaipur,0.8245460681741478,0.9103833436115308,0.9057130427091704
BR_Aurangabad1,0.8398873198829953,0.926218108356513,0.906792160837037
OR_Kendujhar,0.895573502632462,0.9875993809067312,0.9068186148620521
AR_Upper Subansiri,0.9054223672649679,0.998371569519613,0.906899189547866
MP_Dhar,0.874807779653871,0.9643604664225213,0.9071377458048825
GJ_Vadodara,0.8494735407181221,0.9341395602803686,0.9093646997062889
MP_Shivpuri,0.7976074550785819,0.8765594507471773,0.909929673793036
BR_Saran,0.8679270441306901,0.9536390021657872,0.9101211697084131
MP_Barwani,0.8942123932242653,0.9816984585466296,0.9108829553915319
UP_Firozabad,0.7980404967819215,0.8754277254689402,0.9116006650970933
MP_Indore,0.8462179303226266,0.9278918256770456,0.9119790765536436
JK_Doda,0.8382007940327237,0.9188077194920451,0.9122700824674349
JK_Samba,0.8080672103070841,0.8855869066483764,0.9124651733677093
UP_Saharanpur,0.8131520056736773,0.8899572870924581,0.9136977891717611
MH_Sindhudurg,0.9465524136518372,1.0359114565861234,0.9137387250945447
TN_Tirunelveli,0.9370889246812335,1.0232814258813132,0.9157685275818963
PB_Rupnagar,0.8382304479699784,0.9151209141642307,0.9159778068623036
UP_Muzaffarnagar,0.8143838280269415,0.8890525085322831,0.9160131940591333
MH_Nandurbar,0.8963683766799623,0.9783417549839769,0.9162119189062342
MP_Sheopur,0.8258151646503202,0.9013029874179068,0.9162458975268156
UP_Hardoi,0.7953631245453904,0.8676492464778899,0.9166873915629666
TN_Tiruppur,0.9084759243289741,0.9893544884721773,0.9182511778279786
WB_Purulia,0.8793414281791373,0.9573298793049547,0.9185354465459294
CT_Raipur,0.9040929270067886,0.9841323004844287,0.9186701082382505
OR_Bhadrak,0.9017976467376778,0.9813445400257806,0.918940912142831
MH_Latur,0.8532450115084184,0.9276717407355043,0.9197704037334621
GJ_Panchmahal,0.8724833468218888,0.9485346315001048,0.9198223426403092
MP_Neemuch,0.8781975883562575,0.9544803893501288,0.920079236991124
MP_Rajgarh,0.8808754601692664,0.956201626905185,0.9212235530494577
MP_Gwalior,0.7966973053128478,0.8636941027783408,0.9224299468411594
AS_Baksa,0.8984432959097878,0.9738536970477635,0.9225649588161114
MP_Harda,0.8624727668845316,0.9348421845216696,0.922586486964998
CH_Chandigarh,0.7546896226228866,0.8176636017793454,0.9229830225786999
MH_Akola,0.8729264818669881,0.945553846582877,0.9231906622998194
MP_Vidisha,0.8274654472811842,0.8957064223044617,0.9238132346447756
RJ_Chittorgarh,0.8982417913720331,0.971903964779084,0.9242083826422145
MZ_Serchhip,0.9032357578665935,0.976713037654866,0.9247708621104364
WB_Malda,0.8733448639786089,0.9443164918468605,0.92484338833324
MH_Jalna,0.8673268465547318,0.9368248089667248,0.9258154120740609
UP_Unnao,0.8406297746248463,0.9068718418096703,0.9269554261904996
RJ_Bikaner,0.8394045056737964,0.9051701280060219,0.9273444623309663
UP_Lalitpur,0.8402005371124246,0.905727046805749,0.9276531379686425
OR_Sundargarh,0.9025750820058533,0.9728058412265219,0.927805985280556
OR_Puri,0.893505650762246,0.9629873581547991,0.9278477471130167
GJ_Jamnagar,0.8720652581830479,0.9387313856139696,0.928982743676649
MP_Anuppur,0.907274039706636,0.9762841783737873,0.9293134722493376
MH_Hingoli,0.8754440264160968,0.9418714353102621,0.9294729552210239
MP_Burhanpur,0.8837238051197055,0.9506800444783066,0.9295701642760958
TR_Dhalai,0.8777374224919654,0.9441874331770704,0.929622013225161
MP_Bhind,0.7786080701371421,0.8374255402479168,0.9297639404533063
UP_Mirzapur,0.8401385931155376,0.9027403753099515,0.930653614365127
WB_Howrah,0.874845336955679,0.9393762603371135,0.9313044984144305
TN_Cuddalore,0.918898609397313,0.9866737516362392,0.9313094707074836
PB_Moga,0.8325257514910411,0.8933411925768178,0.9319236126229037
UP_Chitrakoot,0.8195272511166919,0.8792695382598001,0.9320546379198502
AS_Udalguri,0.9067814207259006,0.9725675198106338,0.9323583219214001
UP_Jalaun,0.8069300345836659,0.8651240712863595,0.9327333053903304
MH_Thane,0.8272536894527837,0.8857631560910187,0.9339445694530302
CT_Bastar,0.9558090380683254,1.0232287787746945,0.9341107852858639
MH_Jalgaon,0.8645408094298305,0.9249951646631306,0.9346435986448463
CT_Dakshin Bastar Dantewada,0.9536501349931505,1.0202694005497044,0.9347042403499894
MP_Sehore,0.8586019997082356,0.917872650981436,0.935426062417455
SK_Sikkim,0.8328783514908655,0.8899216887980933,0.9359007224733795
UP_Meerut,0.8299079138917504,0.8861849668874535,0.9364951391656249
HR_Jhajjar,0.8076236979876257,0.8621846747508584,0.9367177608683442
JK_Jammu,0.8244268062012763,0.8799686909037737,0.9368819762832096
BR_Jamui,0.8636920135511355,0.9217052520347924,0.9370587957966122
AS_Golaghat,0.9036131085118367,0.964220553390247,0.937143587465221
KL_Kozhikode,1.0292502087845683,1.0981745031415242,0.9372373933652751
AR_West Siang,0.8719240537952284,0.9301677898500894,0.9373836240187936
HP_Kinnaur,0.7676338716144789,0.8188717593893922,0.9374286789263317
MH_Mumbai,0.7795253698138793,0.83153054004255,0.9374584964419833
PB_Kapurthala,0.8551737283844719,0.9121439512468597,0.9375425087405206
RJ_Sawai Madhopur,0.8410157335628654,0.897005955703655,0.9375809917595607
RJ_Jhalawar,0.8869600676463377,0.9460009956656825,0.9375889367031809
ML_West Garo Hills,0.923050618379593,0.9844921782211816,0.9375906064052194
UP_Bijnor,0.8597008313089134,0.9168666703101943,0.9376508702383733
OR_Nuapada,0.9579041815428903,1.0213867970141939,0.9378466457008438
BR_Gaya,0.8794369972755316,0.9374763408610206,0.938089804450763
AS_Darrang,0.8950503816451653,0.9536140281480329,0.9385876835132122
WB_Murshidabad,0.8994711468291615,0.9582857807608632,0.9386251626471971
UP_Bahraich,0.8368888338714724,0.8915132405292306,0.9387284403927288
AR_East Siang,0.9203237205060982,0.9796871258679862,0.9394057512909614
GJ_Narmada,0.9025206273108836,0.9605594414884784,0.9395781128467613
MH_Satara,0.928710697405355,0.9881238408781329,0.9398727760480121
GJ_Bhavnagar,0.8774706742800037,0.9328701295999667,0.9406139680517808
RJ_Pali,0.9285265212328405,0.9870580112383,0.9407010638290352
GJ_Junagadh,0.8968500723481616,0.9532668354747657,0.9408174489795335
RJ_Kota,0.8586976437392356,0.9105841292411285,0.9430184605291391
MP_Balaghat,0.9625695013119487,1.020591846379269,0.9431483356709494
UP_Fatehpur,0.8503782663813197,0.9012718798430298,0.9435313420956016
RJ_Jodhpur,0.864790614000227,0.9164776436540245,0.9436025199177586
MP_Jhabua,0.9345264463542128,0.9902955790323927,0.9436843566113146
MP_Dewas,0.888709966004652,0.9416372077545542,0.9437923211678164
JK_Rajouri,0.8124092674696904,0.8601799328798816,0.9444643340489762
JH_Giridih,0.8915636965455336,0.9437865730650553,0.9446666460300215
AS_Barpeta,0.9009687868519652,0.9534189000281429,0.9449873364429534
PB_Jalandhar,0.8658797155173291,0.9154461492249026,0.9458554348067979
MH_Nanded,0.8918675590085183,0.9428591246044247,0.9459181501612982
BR_Muzaffarpur,0.8508959658053418,0.8995322249640653,0.9459316099980004
MP_Morena,0.7948800697969967,0.8400774229537717,0.9461985860804853
CT_Uttar Bastar Kanker,0.9521758923188602,1.0060668884496087,0.9464339829195684
OR_Kendrapara,0.9532490692363045,1.0065936301047347,0.9470048694199666
MZ_Lawngtlai,0.8957479119210326,0.945477648146009,0.9474025257789102
HP_Sirmaur,0.8694869528815293,0.9177564072402448,0.9474049388509692
KL_Kasaragod,1.0237152766381112,1.0797772238245154,0.9480800799003376
RJ_Barmer,0.8553956026227544,0.901905886099712,0.9484311121661584
KL_Kannur,1.0776338939182457,1.1355212172202538,0.9490213635605015
UP_Budaun,0.8269579371297563,0.8711112488876941,0.9493138082945016
OR_Subarnapur,0.911697595589496,0.9600368761885183,0.9496485168455862
RJ_Dausa,0.860561125050532,0.9053786079761059,0.9504986283851354
MP_Hoshangabad,0.868600341951554,0.9135226791013141,0.9508251539042765
HR_Sonipat,0.8138335359306786,0.8558848789003953,0.9508679917049797
MH_Nagpur,0.904528583092957,0.9512028427970943,0.9509313286250412
RJ_Alwar,0.8510053415274381,0.894858036973202,0.9509948018189648
MH_Washim,0.8853588999800928,0.9299631469832437,0.9520365434395492
MZ_Mamit,0.882469914629547,0.9265637547961095,0.9524114342501285
MH_Amravati,0.9055402087170042,0.950639803129187,0.9525586933518562
TN_Salem,0.9092662454222558,0.9544862371468776,0.9526237362418214
MH_Parbhani,0.902526121304791,0.9473373847932377,0.9526976722255852
AR_West Kameng,0.7808699063953815,0.8188061965117539,0.9536687798920097
MP_Narsinghpur,0.8775060845134839,0.9195407956962782,0.9542872797166486
MH_Buldhana,0.8919505343433353,0.9335641017973025,0.9554250561114629
OR_Malkangiri,0.9742879420263266,1.0195768450451874,0.9555806869889698
MP_Datia,0.8338476997057346,0.8725238422780056,0.9556732541871928
MP_Seoni,0.9401058521094813,0.9818546040331725,0.9574797004035022
HR_Rohtak,0.8301259743241224,0.8667426589196786,0.9577536836121625
MP_Ujjain,0.9150617859964701,0.9550187003893578,0.9581611183355914
JH_Dumka,0.9363478759480175,0.9766856041907873,0.9586993725824485
JH_Simdega,0.9557664332352245,0.9965369003259975,0.9590878500560935
DN_Daman,0.5121306557991726,0.5335675723373362,0.9598234269667899
PB_Faridkot,0.855343248382784,0.8903055367632878,0.960730011286227
DN_Diu,0.990425080112737,1.030808829264488,0.9608232409295855
GJ_Sabarkantha,0.9150189569396201,0.9518795143345569,0.9612760261778452
MH_Dhule,0.9093288444830582,0.9457321463979712,0.9615078095277156
AS_Nagaon,0.9256585919659202,0.9621599986658439,0.9620630594178332
MP_Damoh,0.8776080688013901,0.910062806610936,0.9643379142914246
MP_Shajapur,0.9049066821390581,0.9380425869932866,0.9646754792227087
OR_Mayurbhanj,0.9714998620458007,1.0058206689470655,0.9658778070874273
UP_Bulandshahr,0.8660132973718874,0.896302418087424,0.9662065837330116
MP_Khandwa,0.9109173714282435,0.9427623608060753,0.9662216156459578
MP_Khargone,0.9340118108911986,0.9651712636695655,0.9677161412163275
AS_Tinsukia,0.9217153364389851,0.952173599850639,0.9680118589546783
UP_Mahoba,0.8505248756873373,0.8782952152638102,0.9683815429096564
MP_Jabalpur,0.8994658698937508,0.9285457042241392,0.9686823877402065
BR_Munger,0.8493028111251958,0.8761153350771768,0.9693961252834148
NL_Mokokchung,0.8972915166197429,0.9251968503937008,0.9698384903038924
PB_Fatehgarh Sahib,0.8450557597362651,0.8708614535762714,0.9703676242253771
AR_Anjaw,0.8151192561649373,0.839489006691579,0.9709707329906764
AS_Dibrugarh,0.9349996240821339,0.9607751827968435,0.973172122702341
GJ_Surendranagar,0.9056029663899267,0.9301408809814522,0.9736191419028546
MN_Bishnupur,0.9723041468332899,0.9986109006415114,0.9736566526648949
TR_North Tripura,0.9415464160315149,0.9666354928300176,0.9740449456029703
RJ_Baran,0.9047471904036487,0.9288029718666446,0.9741002320280584
UP_Hamirpur2,0.8383153958870193,0.8605158566357278,0.9742009858650328
PB_Shahid Bhagat Singh Nagar,0.9304831922678254,0.9544449090462223,0.9748946046531467
GJ_Anand,0.9016448400701105,0.9248517324856699,0.9749074455932655
RJ_Tonk,0.9284307594207164,0.9520062186184999,0.9752360239495127
AS_Kamrup,0.9261064315294251,0.9494130084872588,0.975451592984839
UP_Baghpat,0.8409335135313314,0.8613110117559672,0.9763413007072881
AS_Lakhimpur,0.9452644761257512,0.9675064284824251,0.9770110547052784
MZ_Lunglei,0.9258412283567462,0.9474731876802065,0.9771687899934942
CT_Kabeerdham,0.9734595867508081,0.9961413199112746,0.9772304062615466
AS_Goalpara,0.942613906858215,0.9641510095618089,0.9776621063609298
RJ_Pratapgarh2,0.9620170935816276,0.9825468767133302,0.979105543340206
