districtid,vaccinationratio,populationratio,ratioofratios
RJ_Udaipur,0.9384469626602266,0.9583980352322982,0.9791828949573799
MP_Mandla,0.9876853710622225,1.0083023652507652,0.9795527662147105
MH_Sangli,0.9461095754083695,0.9656529649070019,0.9797614772502515
HR_Hisar,0.8548991728921295,0.87205038419343,0.9803323160998733
BR_Nawada,0.9205101163446812,0.9386809100979498,0.9806422038013188
AR_Upper Siang,0.8721816324927332,0.8888710626236697,0.9812240145587882
PB_Hoshiarpur,0.9439445724125818,0.9610793800684007,0.9821712878132924
RJ_Bhilwara,0.9562928287636207,0.973008906102548,0.982820221650504
BR_Katihar,0.9030921533452927,0.9188774266915767,0.9828211327346249
AS_Nalbari,0.9326693905345591,0.9485538097907608,0.9832540662509114
JK_Kathua,0.8754655290828715,0.8902728842196934,0.9833676219962598
GJ_Mehsana,0.9108105889654835,0.9261954340665581,0.9833892021756944
TG_Nalgonda,0.9667377598612511,0.9825346692639728,0.9839222880404257
KA_Dharwad,0.9552176345153326,0.9707759019895306,0.9839733686813686
GJ_Porbandar,0.9357402899549773,0.9501380704775673,0.9848466439037084
AS_Sivasagar,0.9393512384893753,0.9535280779883778,0.9851322264899521
PB_Gurdaspur,0.8824119243349063,0.8953412330521509,0.9855593507369593
CT_Koriya,0.9547914433042324,0.9684618073293362,0.9858844572685818
OR_Rayagada,1.036372275528034,1.0508326976862445,0.9862390824057437
TN_Ariyalur,1.0017640533216943,1.0146462665097424,0.98730373962508
GJ_Patan,0.9236708333439821,0.935109166658266,0.9877679166004112
AS_Bongaigaon,0.9545780926508778,0.9658558131861699,0.9883235982210543
AS_Jorhat,0.9507570978938413,0.9616490512836631,0.9886736711534394
RJ_Jalore,0.9417020573698875,0.9524488754412076,0.9887166457450625
CT_Durg,0.9768913954618316,0.9879139243125116,0.988842622237205
TG_Khammam,1.0006942284201181,1.0110669538486314,0.9897408125257883
HP_Shimla,0.9062634890487967,0.9151419046252226,0.990298318182619
WB_Dakshin Dinajpur,0.9469245797026993,0.9555272462987008,0.9909969426520023
HR_Yamunanagar,0.8696758355555262,0.8774875602658345,0.9910976234148074
RJ_Hanumangarh,0.8979554009353257,0.9058446021409302,0.9912907785872337
MZ_Saiha,0.9704369562082392,0.9785269636986781,0.9917324633959397
WB_Nadia,0.9398185245805412,0.947268939862113,0.9921348468549425
BR_Supaul,0.9231746852348487,0.9294631704958871,0.9932342824754601
RJ_Sikar,0.9411133021538256,0.9471654339304286,0.9936102695898765
TN_Erode,0.9877835664573515,0.9929266073559035,0.9948203211995219
HR_Mahendragarh,0.8905047395284776,0.8947078585885568,0.9953022441686051
PY_Puducherry,1.02508601465989,1.02941327217047,0.9957963845740435
TG_Karimnagar,1.003976985466379,1.0077993407060826,0.9962072258977411
JH_Koderma,0.9474292173070593,0.9504795464324033,0.9967907472214491
AS_Morigaon,0.964634969012526,0.9673708674183347,0.9971718205520184
BR_Purnia,0.9184750676459219,0.9210760458287482,0.9971761526156224
RJ_Bharatpur,0.8773063943889922,0.8797765920252323,0.997192244419059
BR_Sheikhpura,0.9276752405262124,0.9298120051070076,0.9977019391349445
TN_Karur,1.0150506496244271,1.0153828968692729,0.9996727862505168
HR_Panchkula,0.873633690173029,0.8729807560756676,1.0007479364153415
BR_Banka,0.9074619712510421,0.9067441947635737,1.0007915975548711
KL_Palakkad,1.068091536420833,1.0669212741949483,1.0010968590224876
BR_Begusarai,0.8966619766478378,0.894888560019392,1.0019817178447419
RJ_Ganganagar,0.8891408901241319,0.8873694097801292,1.0019963279379234
BR_Bhagalpur,0.8821098622965423,0.8801977887715445,1.00217232257271
HR_Sirsa,0.8998211030507531,0.8974848443117457,1.0026031177616141
KA_Dakshina Kannada,1.0227195943328096,1.019542598244539,1.0031160994094221
KA_Kolar,0.9821181751308398,0.9788883507900608,1.003299481844045
RJ_Bundi,0.9278391108821605,0.9247799570309793,1.003307980269169
HR_Fatehabad,0.9049553473681268,0.9016694928940568,1.0036441894729335
TN_Madurai,0.9953757627739692,0.9903712802371477,1.0050531377844714
TR_South Tripura,0.9621972858329524,0.9573516793879484,1.0050614696243096
MH_Kolhapur,0.9626022058131646,0.9569259306755634,1.0059317810873762
TG_Warangal Urban,0.9961357053138858,0.9898914549607268,1.0063080152090076
AS_Sonitpur,0.9622938641276978,0.9555871304517514,1.0070184428632645
CT_Bilaspur1,0.9776360622999084,0.9707607574576013,1.0070823885179634
CT_Janjgir Champa,0.9928841968157124,0.9856236905691558,1.0073664080074658
HR_Karnal,0.894161610787694,0.8870519686302826,1.0080149105225362
ML_West Khasi Hills,0.9875860839332279,0.9795111374958057,1.0082438536207627
GJ_Amreli,0.9719469337757879,0.9638051537580621,1.0084475373326023
OR_Gajapati,1.051524683938177,1.0426078718334852,1.0085524120290892
TN_Thanjavur,1.0465830704319468,1.0347238197047401,1.0114612715986289
HP_Kullu,0.9535884996607645,0.9423336231215513,1.0119436219435007
MP_Dindori,1.0141226697025758,1.0019834447718612,1.012115195110313
TN_Thiruvarur,1.0302270405819502,1.017378525051341,1.012629041417953
MH_Gondia,1.01199380482913,0.9990915329663187,1.012914003809545
MH_Wardha,0.9584647511581976,0.9461448117477202,1.0130211985073616
RJ_Churu,0.952145567986467,0.9397543953755114,1.0131855436611226
TR_West Tripura,0.975046355950847,0.9623425681238259,1.0132008998124111
TN_Nagapattinam,1.0393596116055948,1.0253042435602353,1.0137084851970903
BR_Nalanda,0.9350498475735355,0.9222028509211387,1.0139307709139747
HR_Ambala,0.8971653200120696,0.8846573342709156,1.0141387916615898
BR_Vaishali,0.9079487354425486,0.8947978758874188,1.0146970169571397
KA_Uttara Kannada,0.9937589149028438,0.9788738406291996,1.0152063255302404
BR_Arwal,0.942296442909458,0.9280571779134353,1.0153430902048912
OR_Nabarangapur,1.0361170818378151,1.018719866669312,1.0170775261558245
RJ_Ajmer,0.9675895996686686,0.9508203778458332,1.0176365822752218
CT_Raigarh,0.9774352307549448,0.9594672498502989,1.0187270393100436
GJ_Navsari,0.9793532736801154,0.9606909822830727,1.0194259046261598
HR_Bhiwani,0.9035591024398741,0.8858864714678679,1.0199490922834882
KL_Ernakulam,1.047826689817737,1.0267196523493771,1.0205577417555631
TG_Medak,1.0123261639457546,0.9916140850803989,1.0208872374616142
TN_Tiruchirappalli,1.034388355398585,1.0131052352908116,1.0210078078430462
RJ_Sirohi,0.9607177547511094,0.9398836832755868,1.0221666487526562
MZ_Champhai,1.0060099460374563,0.9837350918154856,1.0226431428616238
TG_Mahabubnagar,0.9991628038140896,0.9767146283675366,1.0229833513234796
JH_Gumla,1.0162638716901984,0.9930655728144016,1.0233602890995925
UT_Pauri Garhwal,1.128755023089821,1.1028458306943387,1.0234930320035485
BR_Jehanabad,0.9437889671605881,0.9217001205638151,1.0239653289654134
RJ_Banswara,1.0038126919698036,0.9801455019752048,1.0241466087911482
HR_Kurukshetra,0.9101464861390589,0.8878675319388778,1.0250926556031725
TN_Kanyakumari,1.0454326547013948,1.019090079829869,1.0258491132363132
CT_Korba,0.9946463969109011,0.9686906014700244,1.0267947220727525
RJ_Rajsamand,1.0162126931537354,0.9895396661844466,1.026954985111549
OR_Nayagarh,0.9408277496126969,0.9154795915931211,1.0276883922398148
UT_Champawat,1.007578004908174,0.9801563393708294,1.0279768282220638
OR_Koraput,1.0623749848224384,1.0324524277079414,1.0289820201991537
KA_Udupi,1.1263479767079982,1.0944601881056195,1.0291356313815057
AR_Kurung Kumey,1.0623177842565599,1.0317754534622003,1.0296017226343894
CT_Rajnandgaon,1.0455152060154405,1.014974012099285,1.03009061665824
KL_Wayanad,1.0664156580592055,1.034982722737276,1.030370492793152
BR_Araria,0.9506105345194095,0.9213459957507963,1.0317628110433863
MH_Bhandara,1.0137328461226147,0.9823193288413264,1.0319789261587078
UT_Uttarkashi,0.989048789048789,0.9578402937181563,1.0325821491696567
UT_Nainital,0.9659271670661096,0.9337061900151115,1.034508689559482
RJ_Nagaur,0.9839514890498327,0.9499465019969641,1.0357967390599194
TN_Nilgiris,1.0806038249529444,1.041950003193176,1.037097578234377
LA_Leh,0.7167030191711629,0.690329361411151,1.0382044560673178
HR_Jind,0.9052944648776279,0.8711651795356561,1.0391765949141392
OR_Kandhamal,1.078322500091807,1.0367278334189947,1.0401211053971982
WB_Purba Medinipur,0.9757677520447589,0.9377173616281483,1.0405776750795612
CT_Surguja,1.0178757544735708,0.9778967739448123,1.0408826182823818
UT_Dehradun,0.9397379635350447,0.9016990604114105,1.0421858076532524
BR_Samastipur,0.9503020139970226,0.9110135726274807,1.0431260768774597
OR_Ganjam,1.026853320235315,0.9834730763740025,1.0441092337995184
KL_Thrissur,1.157800615478502,1.1078322459434764,1.045104635397637
BR_Madhepura,0.9524482128227997,0.9108823464835871,1.0456325303697842
AS_Dhemaji,0.9974230792120454,0.9534091200259645,1.0461648187137986
UT_Chamoli,1.065849505000826,1.0186761241500895,1.046308517233674
KL_Thiruvananthapuram,1.1382189114399184,1.0872940004223364,1.046836376359845
PY_Mahe,1.2404213097237062,1.1844016089432168,1.0472978931787107
HR_Kaithal,0.9242067341000416,0.8814331973737441,1.0485272586212346
KL_Pathanamthitta,1.1872263311685496,1.131703565502852,1.0490612271253446
LA_Kargil,0.8503067685947702,0.8101433438323584,1.0495757017176983
KA_Raichur,1.0493632577404517,0.9997822730896796,1.0495917821162695
UT_Pithoragarh,1.0714100184353401,1.0201708273089685,1.0502260893516546
KL_Idukki,1.057007959852097,1.006074441759164,1.050625993444256
RJ_Jhunjhunu,0.9998923525730041,0.9500436172775519,1.0524699438940486
AP_Visakhapatnam,1.0588497540579005,1.0059698631545975,1.052566078607443
UT_Rudraprayag,1.1730555179910747,1.1143827068915864,1.0526505039396634
UT_Tehri Garhwal,1.1356006651397734,1.077047243830247,1.0543647659329185
WB_Bankura,1.009420495099983,0.9567399943963724,1.0550625049774864
CT_Mahasamund,1.074762136021943,1.0172276728773535,1.0565600648494415
UT_Bageshwar,1.1528761649911565,1.0904557373357142,1.0572425138575112
HP_Una,1.0324572022784064,0.9764460051878707,1.0573623086099462
KA_Bagalkote,1.0460549391940266,0.9889802349409701,1.0577106621918113
JK_Udhampur,0.9220494963313021,0.8699963609898108,1.0598314403088647
KA_Davanagere,1.0312447989179108,0.9723205596107056,1.060601659323955
TN_Namakkal,1.0461824527099357,0.9862426375851279,1.0607759316425154
RJ_Karauli,0.9134528937024338,0.8608670574078116,1.0610847352586186
BR_Lakhisarai,0.9571746641074856,0.9016272596870873,1.0616079469909507
KL_Kollam,1.1828629211006185,1.1134263268985252,1.0623629893820732
BR_Darbhanga,0.9694765743166909,0.9113992627972829,1.063723237323186
KL_Alappuzha,1.1703326838951587,1.1001883250324238,1.06375668353022
UT_Almora,1.2121741071881629,1.1386005957104723,1.064617489007883
WB_Darjeeling,1.0334154658887071,0.9704510706218878,1.0648815763853712
KA_Kodagu,1.085982249237023,1.019311163549496,1.0654079814601085
BR_Saharsa,0.9660109012053841,0.9060474902073259,1.0661813112956553
HP_Chamba,1.0522849846890663,0.9863768559620388,1.0668184054893963
RJ_Dholpur,0.9031476620129324,0.845821980365549,1.0677751145963459
MZ_Kolasib,1.0211233797407586,0.9561722354256955,1.0679282893904007
WB_Jalpaiguri,1.0177968579298036,0.9529606709617037,1.0680365821421243
KA_Mysuru,1.0549689371888022,0.9853975919555438,1.0706023089575372
KA_Chikkaballapura,1.0410993197943508,0.9720789331858456,1.0710028622699403
KA_Chitradurga,1.0436629418930412,0.9735622464598028,1.0720043281137368
HP_Hamirpur1,1.1747262250381652,1.0950292532362833,1.07278067829361
KL_Kottayam,1.1193703117168345,1.0392165975240863,1.0771289781011129
TG_Warangal Rural,1.0765572207244858,0.9992503534048235,1.077364863626266
HP_Bilaspur2,1.0660034537922851,0.981469569006661,1.086129909123092
MZ_Aizawl,1.0970005486023398,1.008877402519195,1.087347725167695
TN_Vellore,1.0955673702333886,1.0066040063455555,1.0883797037633616
CT_Jashpur,1.0940956335627412,1.0051206953786607,1.0885216458015132
KA_Koppal,1.0740200777547,0.9858099284781534,1.0894798751040389
KA_Chikkamagaluru,1.1022759891828193,1.008324773835114,1.0931755499672655
KA_Haveri,1.0397037805117282,0.9504497465597562,1.0939071574010466
TN_Pudukkottai,1.1103829800204215,1.0149018660637361,1.094079158930908
CT_Dhamtari,1.1057863625882993,1.0100201811021445,1.0948161069233822
TN_Dharmapuri,1.0365230613702727,0.9460637502373102,1.095616506932299
PY_Karaikal,1.1477589734052445,1.047071332903925,1.096161204434921
HP_Kangra,1.109904989560955,1.0118479971116094,1.0969088170646737
KA_Gadag,1.0800935472514208,0.9818969481352404,1.1000070315960035
KA_Yadgir,1.0897243388132845,0.9891806094567606,1.1016434495331855
KA_Bidar,1.0535962713754445,0.956320743339861,1.1017185172579838
BR_Madhubani,1.0212641640851707,0.926481756638116,1.102303587488854
KA_Hassan,1.1155240248362206,1.0102832854457617,1.1041695343341487
TN_Dindigul,1.1057508895809778,0.9980563177536547,1.1079043035063527
BR_Sitamarhi,0.9984060442423381,0.8985554986213796,1.1111234039234699
TN_Theni,1.1048103114206285,0.9912623485055532,1.1145488508529175
BR_Khagaria,0.988644475335312,0.8860742306395439,1.1157580721219436
BR_Sheohar,0.997821161725717,0.8929827243540743,1.1174025370395335
AP_Krishna,1.1221690692522555,0.992347097414411,1.1308231486504061
HP_Mandi,1.1412156102910087,1.0073223374459157,1.1329199878408156
WB_Birbhum,1.0918266157452179,0.9556451432783151,1.1425021342124295
RJ_Dungarpur,1.1414841100859554,0.9935221928066478,1.1489266353087926
AR_Tawang,0.8219462722010588,0.714418030256252,1.1505116575882581
TN_Sivaganga,1.156493599737425,1.0026275961906586,1.1534627653690748
AP_Guntur,1.1611387740692252,1.0027744075957552,1.1579262147836054
KA_Ramanagara,1.1335630670084966,0.9755842980394447,1.161932463741503
KA_Chamarajanagara,1.158216287978082,0.992833311533273,1.1665767803352622
AP_S.P.S. Nellore,1.1537766981859792,0.9850024179925437,1.171344026279043
TN_Perambalur,1.1886701769750825,1.0032216106635667,1.1848530417809215
TN_Ramanathapuram,1.1651214336241453,0.982610619080125,1.1857407308653742
AP_East Godavari,1.2022571001760278,1.00580615234223,1.1953169081102961
AP_Chittoor,1.195293834339864,0.9969648895514505,1.1989327275884758
KA_Mandya,1.1948416327209244,0.9951374732759907,1.20067997116771
AP_Prakasam,1.1835226584064207,0.9812918862304084,1.2060862573243862
TN_Viluppuram,1.2004840784259194,0.9869228219590894,1.2163910406316276
AP_Vizianagaram,1.2441356846979037,1.0185281327137774,1.2215035056351513
AP_Anantapur,1.1954915251959988,0.9768262940816035,1.2238527284116372
AP_Y.S.R. Kadapa,1.219209930329715,0.9854764195878568,1.2371781872158947
AP_West Godavari,1.2650547415365194,1.003628650152322,1.2604808973364008
TN_Tiruvannamalai,1.2919582552375037,0.9944145469374677,1.2992149594114362
AP_Srikakulam,1.319140154596888,1.0146362404582714,1.300111411357714
TN_Virudhunagar,1.3255511121863748,1.0070992416108562,1.3162070403966888
AP_Kurnool,1.330979652482784,0.9877448660693489,1.3474933641308715
