stateid,weekid,dose1,dose2
ML,11,0,0
ML,12,0,0
ML,13,0,0
ML,14,0,0
ML,15,0,0
ML,16,0,0
ML,17,0,0
ML,18,0,0
ML,19,0,0
ML,20,0,0
ML,21,0,0
ML,22,0,0
ML,23,0,0
ML,24,0,0
ML,25,0,0
ML,26,0,0
ML,27,0,0
ML,28,0,0
ML,29,0,0
ML,30,0,0
ML,31,0,0
ML,32,0,0
ML,33,0,0
ML,34,0,0
ML,35,0,0
ML,36,0,0
ML,37,0,0
ML,38,0,0
ML,39,0,0
ML,40,0,0
ML,41,0,0
ML,42,0,0
ML,43,0,0
ML,44,102,0
ML,45,607,0
ML,46,2361,0
ML,47,2515,0
ML,48,7320,91
ML,49,16523,1592
ML,50,10786,1923
ML,51,7128,1902
ML,52,10312,5466
ML,53,10290,10536
ML,54,10160,10000
ML,55,7903,3304
ML,56,17079,3428
ML,57,22439,5708
ML,58,32140,7907
ML,59,79815,8679
ML,60,37901,7371
ML,61,51381,6154
ML,62,33455,92
ML,63,29111,168
ML,64,12953,141
ML,65,24645,226
ML,66,87909,383
ML,67,72202,1434
ML,68,62869,6993
ML,69,62582,14007
ML,70,64914,22242
ML,71,58666,44507
ML,72,52216,34162
ML,73,44129,27889
ML,74,36387,31054
MN,1,0,0
MN,2,0,0
MN,3,0,0
MN,4,0,0
MN,5,0,0
MN,6,0,0
MN,7,0,0
MN,8,0,0
MN,9,0,0
MN,10,0,0
MN,11,0,0
MN,12,0,0
MN,13,0,0
MN,14,0,0
MN,15,0,0
MN,16,0,0
MN,17,0,0
MN,18,0,0
MN,19,0,0
MN,20,0,0
MN,21,0,0
MN,22,0,0
MN,23,0,0
MN,24,0,0
MN,25,0,0
MN,26,0,0
MN,27,0,0
MN,28,0,0
MN,29,0,0
MN,30,0,0
MN,31,0,0
MN,32,0,0
MN,33,0,0
MN,34,0,0
MN,35,0,0
MN,36,0,0
MN,37,0,0
MN,38,0,0
MN,39,0,0
MN,40,0,0
MN,41,0,0
MN,42,0,0
MN,43,0,0
MN,44,181,0
MN,45,916,0
MN,46,1836,0
MN,47,4048,0
MN,48,13830,55
MN,49,16712,1299
MN,50,10789,899
MN,51,13567,2286
MN,52,7923,5503
MN,53,5794,9586
MN,54,5835,10125
MN,55,3825,4142
MN,56,4893,9491
MN,57,12176,6624
MN,58,22112,5755
MN,59,77827,5938
MN,60,61350,5192
MN,61,43660,2830
MN,62,36438,341
MN,63,36977,270
MN,64,40801,580
MN,65,44617,516
MN,66,26946,711
MN,67,37679,925
MN,68,113145,2622
MN,69,132645,8924
MN,70,146530,19403
MN,71,106194,53225
MN,72,79047,48176
MN,73,42589,33042
MN,74,23004,27890
MP,1,0,0
MP,2,0,0
MP,3,0,0
MP,4,0,0
MP,5,0,0
MP,6,0,0
MP,7,0,0
MP,8,0,0
MP,9,0,0
MP,10,0,0
MP,11,0,0
MP,12,0,0
MP,13,0,0
MP,14,0,0
MP,15,0,0
MP,16,0,0
MP,17,0,0
MP,18,0,0
MP,19,0,0
MP,20,0,0
MP,21,0,0
MP,22,0,0
MP,23,0,0
MP,24,0,0
MP,25,0,0
MP,26,0,0
MP,27,0,0
MP,28,0,0
MP,29,0,0
MP,30,0,0
MP,31,0,0
MP,32,0,0
MP,33,0,0
MP,34,0,0
MP,35,0,0
MP,36,0,0
MP,37,0,0
MP,38,0,0
MP,39,0,0
MP,40,0,0
MP,41,0,0
MP,42,0,0
MP,43,0,0
MP,44,9435,0
MP,45,28993,0
MP,46,246354,0
MP,47,48050,0
MP,48,215440,3
MP,49,83365,3806
MP,50,13079,155853
MP,51,173094,72374
MP,52,244648,102524
MP,53,721547,121546
MP,54,762733,40898
MP,55,964061,37378
MP,56,1355698,65413
MP,57,1680420,157460
MP,58,395867,195346
MP,59,100502,151316
MP,60,158351,328523
MP,61,271204,258266
MP,62,554907,62412
MP,63,1070688,31114
MP,64,1698452,48389
MP,65,1159319,109117
MP,66,1008036,112871
MP,67,4480236,302148
MP,68,1337997,455718
MP,69,1345679,976357
MP,70,1040002,225132
MP,71,2118982,534334
MP,72,3543073,620699
MP,73,2381073,472778
MP,74,2453352,451853
MZ,1,0,0
MZ,2,0,0
MZ,3,0,0
MZ,4,0,0
MZ,5,0,0
MZ,6,0,0
MZ,7,0,0
MZ,8,0,0
MZ,9,0,0
MZ,10,0,0
MZ,11,0,0
MZ,12,0,0
MZ,13,0,0
MZ,14,0,0
MZ,15,0,0
MZ,16,0,0
MZ,17,0,0
MZ,18,0,0
MZ,19,0,0
MZ,20,0,0
MZ,21,0,0
MZ,22,0,0
MZ,23,0,0
MZ,24,0,0
MZ,25,0,0
MZ,26,0,0
MZ,27,0,0
MZ,28,0,0
MZ,29,0,0
MZ,30,0,0
MZ,31,0,0
MZ,32,0,0
MZ,33,0,0
MZ,34,0,0
MZ,35,0,0
MZ,36,0,0
MZ,37,0,0
MZ,38,0,0
MZ,39,0,0
MZ,40,0,0
MZ,41,0,0
MZ,42,0,0
MZ,43,0,0
MZ,44,187,0
MZ,45,1591,0
MZ,46,6350,0
MZ,47,857,0
MZ,48,422,77
MZ,49,3010,1802
MZ,50,7273,2386
MZ,51,11492,4186
MZ,52,9577,735
MZ,53,7553,874
MZ,54,2819,1232
MZ,55,992,625
MZ,56,12600,5970
MZ,57,48366,9165
MZ,58,42370,9204
MZ,59,38246,4965
MZ,60,16897,2203
MZ,61,5862,2232
MZ,62,11371,4
MZ,63,10174,84
MZ,64,9675,66
MZ,65,18263,903
MZ,66,85225,246
MZ,67,104712,444
MZ,68,42278,5505
MZ,69,32204,29997
MZ,70,26071,34400
MZ,71,17122,38727
MZ,72,12470,24596
MZ,73,12275,5166
MZ,74,6298,11466
NL,1,0,0
NL,2,0,0
NL,3,0,0
NL,4,0,0
NL,5,0,0
NL,6,0,0
NL,7,0,0
NL,8,0,0
NL,9,0,0
NL,10,0,0
NL,11,0,0
NL,12,0,0
NL,13,0,0
NL,14,0,0
NL,15,0,0
NL,16,0,0
NL,17,0,0
NL,18,0,0
NL,19,0,0
NL,20,0,0
NL,21,0,0
NL,22,0,0
NL,23,0,0
NL,24,0,0
NL,25,0,0
NL,26,0,0
NL,27,0,0
NL,28,0,0
NL,29,0,0
NL,30,0,0
NL,31,0,0
NL,32,0,0
NL,33,0,0
NL,34,0,0
NL,35,0,0
NL,36,0,0
NL,37,0,0
NL,38,0,0
NL,39,0,0
NL,40,0,0
NL,41,0,0
NL,42,0,0
NL,43,0,0
NL,44,94,0
NL,45,1480,0
NL,46,1955,0
NL,47,563,0
NL,48,4949,0
NL,49,10760,3438
NL,50,7607,1562
NL,51,4492,549
NL,52,6971,3567
NL,53,7507,5901
NL,54,8497,5999
NL,55,6977,2354
NL,56,14040,2888
NL,57,32635,4269
NL,58,28724,4520
NL,59,22311,5243
NL,60,12690,6099
NL,61,9802,5388
NL,62,13437,78
NL,63,15068,75
NL,64,19282,119
NL,65,50681,299
NL,66,61452,700
NL,67,61613,1803
NL,68,52805,9616
NL,69,45765,23291
NL,70,42855,25080
NL,71,47226,22436
NL,72,23702,13892
NL,73,13878,7811
NL,74,9561,10963
OR,1,0,0
OR,2,0,0
OR,3,0,0
OR,4,0,0
OR,5,0,0
OR,6,0,0
OR,7,0,0
OR,8,0,0
OR,9,0,0
OR,10,0,0
OR,11,0,0
OR,12,0,0
OR,13,0,0
OR,14,0,0
OR,15,0,0
OR,16,0,0
OR,17,0,0
OR,18,0,0
OR,19,0,0
OR,20,0,0
OR,21,0,0
OR,22,0,0
OR,23,0,0
OR,24,0,0
OR,25,0,0
OR,26,0,0
OR,27,0,0
OR,28,0,0
OR,29,0,0
OR,30,0,0
OR,31,0,0
OR,32,0,0
OR,33,0,0
OR,34,0,0
OR,35,0,0
OR,36,0,0
OR,37,0,0
OR,38,0,0
OR,39,0,0
OR,40,0,0
OR,41,0,0
OR,42,0,0
OR,43,0,0
OR,44,3420,0
OR,45,85672,0
OR,46,69237,0
OR,47,62072,0
OR,48,139802,3
OR,49,59049,70538
OR,50,21283,62750
OR,51,138775,31964
OR,52,221962,104007
OR,53,510834,53989
OR,54,430553,26073
OR,55,650768,45612
OR,56,1210986,88610
OR,57,656520,119490
OR,58,472720,190291
OR,59,204503,140252
OR,60,118278,200530
OR,61,199850,271268
OR,62,403739,35874
OR,63,578266,29373
OR,64,539812,34276
OR,65,569874,124846
OR,66,671259,176927
OR,67,1497362,215934
OR,68,479221,183594
OR,69,730829,510608
OR,70,463003,355093
OR,71,597235,536092
OR,72,796722,307479
OR,73,1143479,234799
OR,74,1282572,324652
PB,1,0,0
PB,2,0,0
PB,3,0,0
PB,4,0,0
PB,5,0,0
PB,6,0,0
PB,7,0,0
PB,8,0,0
PB,9,0,0
PB,10,0,0
PB,11,0,0
PB,12,0,0
PB,13,0,0
PB,14,0,0
PB,15,0,0
PB,16,0,0
PB,17,0,0
PB,18,0,0
PB,19,0,0
PB,20,0,0
PB,21,0,0
PB,22,0,0
PB,23,0,0
PB,24,0,0
PB,25,0,0
PB,26,0,0
PB,27,0,0
PB,28,0,0
PB,29,0,0
PB,30,0,0
PB,31,0,0
PB,32,0,0
PB,33,0,0
PB,34,0,0
PB,35,0,0
PB,36,0,0
PB,37,0,0
PB,38,0,0
PB,39,0,0
PB,40,0,0
PB,41,0,0
PB,42,0,0
PB,43,0,0
PB,44,339,0
PB,45,16180,0
PB,46,29129,0
PB,47,18751,0
PB,48,27589,62
PB,49,24720,12229
PB,50,32491,20203
PB,51,59316,13338
PB,52,85862,18972
PB,53,151231,19958
PB,54,207963,16206
PB,55,380030,18105
PB,56,584632,32234
PB,57,527457,138914
PB,58,470970,86555
PB,59,405841,121684
PB,60,251366,129499
PB,61,215032,109897
PB,62,154749,19321
PB,63,163373,33459
PB,64,272280,29433
PB,65,290780,22050
PB,66,165350,30184
PB,67,611485,105756
PB,68,564016,205273
PB,69,334440,158426
PB,70,440082,208682
PB,71,234134,199921
PB,72,472618,212914
PB,73,668889,239647
PB,74,544924,315711
PY,1,0,0
PY,2,0,0
PY,3,0,0
PY,4,0,0
PY,5,0,0
PY,6,0,0
PY,7,0,0
PY,8,0,0
PY,9,0,0
PY,10,0,0
PY,11,0,0
PY,12,0,0
PY,13,0,0
PY,14,0,0
PY,15,0,0
PY,16,0,0
PY,17,0,0
PY,18,0,0
PY,19,0,0
PY,20,0,0
PY,21,0,0
PY,22,0,0
PY,23,0,0
PY,24,0,0
PY,25,0,0
PY,26,0,0
PY,27,0,0
PY,28,0,0
PY,29,0,0
PY,30,0,0
PY,31,0,0
PY,32,0,0
PY,33,0,0
PY,34,0,0
PY,35,0,0
PY,36,0,0
PY,37,0,0
PY,38,0,0
PY,39,0,0
PY,40,0,0
PY,41,0,0
PY,42,0,0
PY,43,0,0
PY,44,91,0
PY,45,697,0
PY,46,1203,0
PY,47,895,0
PY,48,2202,48
PY,49,3638,645
PY,50,1021,375
PY,51,4668,984
PY,52,8145,1351
PY,53,14590,1787
PY,54,17329,885
PY,55,17832,1280
PY,56,12729,1883
PY,57,62153,54981
PY,58,10217,0
PY,59,7909,55
PY,60,6010,800
PY,61,5851,480
PY,62,10247,2
PY,63,17850,4
PY,64,21649,9
PY,65,35886,20
PY,66,78806,58
PY,67,59854,321
PY,68,35283,4895
PY,69,24100,33875
PY,70,36157,19851
PY,71,26270,9889
PY,72,24703,6520
PY,73,23033,4694
PY,74,18666,6396
RJ,1,0,0
RJ,2,0,0
RJ,3,0,0
RJ,4,0,0
RJ,5,0,0
RJ,6,0,0
RJ,7,0,0
RJ,8,0,0
RJ,9,0,0
RJ,10,0,0
RJ,11,0,0
RJ,12,0,0
RJ,13,0,0
RJ,14,0,0
RJ,15,0,0
RJ,16,0,0
RJ,17,0,0
RJ,18,0,0
RJ,19,0,0
RJ,20,0,0
RJ,21,0,0
RJ,22,0,0
RJ,23,0,0
RJ,24,0,0
RJ,25,0,0
RJ,26,0,0
RJ,27,0,0
RJ,28,0,0
RJ,29,0,0
RJ,30,0,0
RJ,31,0,0
RJ,32,0,0
RJ,33,0,0
RJ,34,0,0
RJ,35,0,0
RJ,36,0,0
RJ,37,0,0
RJ,38,0,0
RJ,39,0,0
RJ,40,0,0
RJ,41,0,0
RJ,42,0,0
RJ,43,0,0
RJ,44,3227,0
RJ,45,43274,0
RJ,46,256664,0
RJ,47,117576,0
RJ,48,137277,0
RJ,49,183760,36147
RJ,50,13584,178761
RJ,51,893709,96800
RJ,52,630891,115492
RJ,53,1112505,182746
RJ,54,1097138,24193
RJ,55,954861,140736
RJ,56,2812577,307267
RJ,57,849113,242167
RJ,58,930880,527031
RJ,59,510537,331415
RJ,60,568169,392289
RJ,61,707735,328342
RJ,62,737238,36624
RJ,63,740349,56329
RJ,64,745035,116534
RJ,65,1823833,112367
RJ,66,1176028,55717
RJ,67,2694148,398207
RJ,68,1119045,542179
RJ,69,321969,329287
RJ,70,1128551,836374
RJ,71,1079555,757114
RJ,72,1017478,1207701
RJ,73,1757766,735831
RJ,74,1820505,726191
SK,1,0,0
SK,2,0,0
SK,3,0,0
SK,4,0,0
SK,5,0,0
SK,6,0,0
SK,7,0,0
SK,8,0,0
SK,9,0,0
SK,10,0,0
SK,11,0,0
SK,12,0,0
SK,13,0,0
SK,14,0,0
SK,15,0,0
SK,16,0,0
SK,17,0,0
SK,18,0,0
SK,19,0,0
SK,20,0,0
SK,21,0,0
SK,22,0,0
SK,23,0,0
SK,24,0,0
SK,25,0,0
SK,26,0,0
SK,27,0,0
SK,28,0,0
SK,29,0,0
SK,30,0,0
SK,31,0,0
SK,32,0,0
SK,33,0,0
SK,34,0,0
SK,35,0,0
SK,36,0,0
SK,37,0,0
SK,38,0,0
SK,39,0,0
SK,40,0,0
SK,41,0,0
SK,42,0,0
SK,43,0,0
SK,44,7,0
SK,45,292,0
SK,46,1408,0
SK,47,3382,0
SK,48,2953,0
SK,49,4180,699
SK,50,5425,766
SK,51,7574,2791
SK,52,13895,3329
SK,53,12503,2529
SK,54,8783,2809
SK,55,5816,297
SK,56,33745,2018
SK,57,39431,5491
SK,58,14185,11141
SK,59,7785,11726
SK,60,3408,10773
SK,61,1428,5225
SK,62,8466,43
SK,63,4572,16
SK,64,676,61
SK,65,33676,85
SK,66,85132,112
SK,67,72812,1686
SK,68,44863,23584
SK,69,25728,33281
SK,70,22258,17637
SK,71,17658,8405
SK,72,8590,3601
SK,73,6523,2638
SK,74,3675,7299
TG,1,0,0
TG,2,0,0
TG,3,0,0
TG,4,0,0
TG,5,0,0
TG,6,0,0
TG,7,0,0
TG,8,0,0
TG,9,0,0
TG,10,0,0
TG,11,0,0
TG,12,0,0
TG,13,0,0
TG,14,0,0
TG,15,0,0
TG,16,0,0
TG,17,0,0
TG,18,0,0
TG,19,0,0
TG,20,0,0
TG,21,0,0
TG,22,0,0
TG,23,0,0
TG,24,0,0
TG,25,0,0
TG,26,0,0
TG,27,0,0
TG,28,0,0
TG,29,0,0
TG,30,0,0
TG,31,0,0
TG,32,0,0
TG,33,0,0
TG,34,0,0
TG,35,0,0
TG,36,0,0
TG,37,0,0
TG,38,0,0
TG,39,0,0
TG,40,0,0
TG,41,0,0
TG,42,0,0
TG,43,0,0
TG,44,465,0
TG,45,25718,0
TG,46,68817,0
TG,47,40977,0
TG,48,73813,1929
TG,49,67727,77733
TG,50,13908,48002
TG,51,70657,31052
TG,52,101039,49366
TG,53,136218,11761
TG,54,185426,10709
TG,55,401078,18656
TG,56,577584,47348
TG,57,821537,70725
TG,58,915083,136500
TG,59,657889,125830
TG,60,230780,184711
TG,61,63203,249388
TG,62,5288,9671
TG,63,215566,171938
TG,64,602025,56939
TG,65,1213222,40586
TG,66,1196291,42555
TG,67,1165899,91356
TG,68,1089154,215383
TG,69,478232,285436
TG,70,450695,421780
TG,71,201798,541368
TG,72,179850,542890
TG,73,340210,410166
TG,74,483540,258336
TN,1,0,0
TN,2,0,0
TN,3,0,0
TN,4,0,0
TN,5,0,0
TN,6,0,0
TN,7,0,0
TN,8,0,0
TN,9,0,0
TN,10,0,0
TN,11,0,0
TN,12,0,0
TN,13,0,0
TN,14,0,0
TN,15,0,0
TN,16,0,0
TN,17,0,0
TN,18,0,0
TN,19,0,0
TN,20,0,0
TN,21,0,0
TN,22,0,0
TN,23,0,0
TN,24,0,0
TN,25,0,0
TN,26,0,0
TN,27,0,0
TN,28,0,0
TN,29,0,0
TN,30,0,0
TN,31,0,0
TN,32,0,0
TN,33,0,0
TN,34,0,0
TN,35,0,0
TN,36,0,0
TN,37,0,0
TN,38,0,0
TN,39,0,0
TN,40,0,0
TN,41,0,0
TN,42,0,0
TN,43,0,0
TN,44,1035,0
TN,45,29030,0
TN,46,46422,0
TN,47,50802,0
TN,48,72744,559
TN,49,64503,12073
TN,50,30301,20848
TN,51,271399,30860
TN,52,501436,55192
TN,53,623303,63870
TN,54,615092,47301
TN,55,400568,47797
TN,56,430757,105829
TN,57,757782,208201
TN,58,301373,338638
TN,59,279825,392916
TN,60,212384,277808
TN,61,259720,250575
TN,62,238319,49874
TN,63,1311929,52618
TN,64,1125154,84169
TN,65,560716,51664
TN,66,1694228,114440
TN,67,2154249,203657
TN,68,1489166,233203
TN,69,536690,219611
TN,70,1442719,494818
TN,71,1308412,311156
TN,72,1568768,404692
TN,73,1629977,406912
TN,74,1220394,279252
TR,1,0,0
TR,2,0,0
TR,3,0,0
TR,4,0,0
TR,5,0,0
TR,6,0,0
TR,7,0,0
TR,8,0,0
TR,9,0,0
TR,10,0,0
TR,11,0,0
TR,12,0,0
TR,13,0,0
TR,14,0,0
TR,15,0,0
TR,16,0,0
TR,17,0,0
TR,18,0,0
TR,19,0,0
TR,20,0,0
TR,21,0,0
TR,22,0,0
TR,23,0,0
TR,24,0,0
TR,25,0,0
TR,26,0,0
TR,27,0,0
TR,28,0,0
TR,29,0,0
TR,30,0,0
TR,31,0,0
TR,32,0,0
TR,33,0,0
TR,34,0,0
TR,35,0,0
TR,36,0,0
TR,37,0,0
TR,38,0,0
TR,39,0,0
TR,40,0,0
TR,41,0,0
TR,42,0,0
TR,43,0,0
TR,44,107,0
TR,45,3242,0
TR,46,17993,0
TR,47,10893,0
TR,48,29275,334
TR,49,19365,11080
TR,50,7214,9588
TR,51,18629,7932
TR,52,25927,18620
TR,53,116361,19131
TR,54,303750,8267
TR,55,83350,5479
TR,56,84824,11190
TR,57,45278,22355
TR,58,54367,77270
TR,59,86924,162825
TR,60,45448,111604
TR,61,32583,40986
TR,62,59022,334
TR,63,36084,580
TR,64,46963,469
TR,65,19783,4493
TR,66,236415,24532
TR,67,510210,36598
TR,68,104894,40919
TR,69,59108,32856
TR,70,82326,44761
TR,71,69473,49589
TR,72,150211,43390
TR,73,45271,14927
TR,74,28407,26677
UP,1,0,0
UP,2,0,0
UP,3,0,0
UP,4,0,0
UP,5,0,0
UP,6,0,0
UP,7,0,0
UP,8,0,0
UP,9,0,0
UP,10,0,0
UP,11,0,0
UP,12,0,0
UP,13,0,0
UP,14,0,0
UP,15,0,0
UP,16,0,0
UP,17,0,0
UP,18,0,0
UP,19,0,0
UP,20,0,0
UP,21,0,0
UP,22,0,0
UP,23,0,0
UP,24,0,0
UP,25,0,0
UP,26,0,0
UP,27,0,0
UP,28,0,0
UP,29,0,0
UP,30,0,0
UP,31,0,0
UP,32,0,0
UP,33,0,0
UP,34,0,0
UP,35,0,0
UP,36,0,0
UP,37,0,0
UP,38,0,0
UP,39,0,0
UP,40,0,0
UP,41,0,0
UP,42,0,0
UP,43,0,0
UP,44,2212,0
UP,45,28432,0
UP,46,402396,0
UP,47,205067,0
UP,48,226272,2
UP,49,272211,100269
UP,50,144485,287282
UP,51,204710,141651
UP,52,544744,91884
UP,53,1272671,274272
UP,54,1081781,125298
UP,55,1126447,47118
UP,56,1744330,170312
UP,57,1846543,371808
UP,58,677399,387326
UP,59,551585,372185
UP,60,583469,410587
UP,61,808617,480241
UP,62,1182001,84511
UP,63,1639131,105051
UP,64,2080422,177414
UP,65,2559576,167611
UP,66,2403130,228355
UP,67,4542151,298371
UP,68,1646890,498300
UP,69,3591625,977354
UP,70,2461828,724122
UP,71,3349507,687771
UP,72,3306246,581056
UP,73,4712487,601298
UP,74,3049900,788694
UT,1,0,0
UT,2,0,0
UT,3,0,0
UT,4,0,0
UT,5,0,0
UT,6,0,0
UT,7,0,0
UT,8,0,0
UT,9,0,0
UT,10,0,0
UT,11,0,0
UT,12,0,0
UT,13,0,0
UT,14,0,0
UT,15,0,0
UT,16,0,0
UT,17,0,0
UT,18,0,0
UT,19,0,0
UT,20,0,0
UT,21,0,0
UT,22,0,0
UT,23,0,0
UT,24,0,0
UT,25,0,0
UT,26,0,0
UT,27,0,0
UT,28,0,0
UT,29,0,0
UT,30,0,0
UT,31,0,0
UT,32,0,0
UT,33,0,0
UT,34,0,0
UT,35,0,0
UT,36,0,0
UT,37,0,0
UT,38,0,0
UT,39,0,0
UT,40,0,0
UT,41,0,0
UT,42,0,0
UT,43,0,0
UT,44,511,0
UT,45,2727,0
UT,46,20684,0
UT,47,46416,0
UT,48,39628,403
UT,49,28286,7886
UT,50,9846,12215
UT,51,42864,35259
UT,52,66264,29830
UT,53,119424,27835
UT,54,122378,10289
UT,55,225500,16129
UT,56,380519,39160
UT,57,219846,61996
UT,58,194108,91544
UT,59,155973,91535
UT,60,93767,156907
UT,61,196189,99421
UT,62,126924,618
UT,63,116420,2054
UT,64,130434,3882
UT,65,252104,7837
UT,66,218938,37386
UT,67,616128,35808
UT,68,238405,95017
UT,69,235014,127012
UT,70,136605,175502
UT,71,174450,150844
UT,72,260427,119842
UT,73,552522,138712
UT,74,472556,147531
WB,1,0,0
WB,2,0,0
WB,3,0,0
WB,4,0,0
WB,5,0,0
WB,6,0,0
WB,7,0,0
WB,8,0,0
WB,9,0,0
WB,10,0,0
WB,11,0,0
WB,12,0,0
WB,13,0,0
WB,14,0,0
WB,15,0,0
WB,16,0,0
WB,17,0,0
WB,18,0,0
WB,19,0,0
WB,20,0,0
WB,21,0,0
WB,22,0,0
WB,23,0,0
WB,24,0,0
WB,25,0,0
WB,26,0,0
WB,27,0,0
WB,28,0,0
WB,29,0,0
WB,30,0,0
WB,31,0,0
WB,32,0,0
WB,33,0,0
WB,34,0,0
WB,35,0,0
WB,36,0,0
WB,37,0,0
WB,38,0,0
WB,39,0,0
WB,40,0,0
WB,41,0,0
WB,42,0,0
WB,43,0,0
WB,44,1849,0
WB,45,40537,0
WB,46,184540,0
WB,47,114422,0
WB,48,169536,589
WB,49,148101,44808
WB,50,350106,101681
WB,51,374451,100987
WB,52,754891,131547
WB,53,1070602,133525
WB,54,1158590,136184
WB,55,1222479,97205
WB,56,1792767,214758
WB,57,639057,257805
WB,58,728946,600814
WB,59,486951,711748
WB,60,141351,794648
WB,61,139500,634877
WB,62,365758,104842
WB,63,1228088,48159
WB,64,1883140,77423
WB,65,1700798,102359
WB,66,1280102,221530
WB,67,1818186,502400
WB,68,925437,787960
WB,69,657062,952138
WB,70,882272,1133353
WB,71,977711,778500
WB,72,1540089,522163
WB,73,2416383,414147
WB,74,1968049,353313
