districtid,vaccinateddose1ratio,vaccinateddose2ratio
BR_Lakhisarai,0.2208335997570216,0.03389908403535975
TN_Cuddalore,0.22150308874352723,0.044093166543485315
JH_Garhwa,0.2223288155889397,0.045232630573094325
BR_Muzaffarpur,0.22238829658937959,0.040302749683299235
MH_Ahmednagar,0.22269988789738593,0.08761128545137865
UP_Azamgarh,0.2232597363669406,0.034938890265161046
BR_Saharsa,0.22402942976154086,0.04076423938829702
MH_Osmanabad,0.22413572590336733,0.0755175026665444
BR_Vaishali,0.22486874900036366,0.03924382714724747
JH_Dhanbad,0.22518604113188107,0.0754307992551277
BR_Samastipur,0.2261757766980495,0.041326826804982016
JH_Bokaro,0.22699907386305782,0.0699805559730984
PB_Gurdaspur,0.22718695326984067,0.08160167217575598
BR_Rohtas,0.22744785497436076,0.03717873265408028
PB_Tarn Taran,0.22936567267491764,0.05350263971840622
JH_Sahibganj,0.22937647264348796,0.03784568825631189
UP_Etawah,0.22997705160543933,0.04023808169122714
UP_Banda,0.23057668902584735,0.028249259479496056
AS_Karimganj,0.2306879056162437,0.04923878029048919
GJ_Bhavnagar,0.23139636816861753,0.09214804373751244
UP_Kannauj,0.232035064251462,0.02482953200983209
PB_Barnala,0.23254865018714516,0.0606874247515226
UP_Ghazipur,0.23268277376150054,0.0319677990690192
UP_Pilibhit,0.23286182667021826,0.043393252706662264
UP_Barabanki,0.23296630569089632,0.030465860234262652
JH_Latehar,0.23414326155674586,0.04725590045365884
UP_Bijnor,0.23443151828556827,0.041494680687851594
JH_Giridih,0.2357174928050758,0.04008875171030238
TN_Dindigul,0.23624220115521294,0.04490652961535345
WB_Dakshin Dinajpur,0.23653741985210072,0.10717328172687553
UP_Lalitpur,0.23728871832821433,0.028123137676081704
MH_Akola,0.23773723665945204,0.09215196377320545
PB_Moga,0.23838810299011998,0.054474735524923025
MH_Amravati,0.23955000008655175,0.08718670426475145
BR_Banka,0.2395989115194251,0.03820690665202778
BR_Begusarai,0.24033534632243755,0.03788165186072167
UP_Bareilly,0.24075754677174213,0.05046130494413783
BR_Buxar,0.2415533254568811,0.044417564488452556
MH_Yavatmal,0.24187511813091286,0.07811176663247182
UP_Bhadohi,0.2421789707726397,0.0410578293297546
MH_Parbhani,0.24489103451581243,0.08042379278530526
TN_Thanjavur,0.24503614047192515,0.0427230671393954
TN_Ariyalur,0.2460027500549746,0.045658065900643
UP_Kanpur Nagar,0.24675897589924886,0.0633680457026308
TN_Nagapattinam,0.24731912524358934,0.03649726251971914
BR_Darbhanga,0.24822159885304587,0.04714093237008827
CT_Narayanpur,0.24901301673580317,0.08577456730081534
PB_Amritsar,0.2501104126784269,0.07624698071512083
UP_Jalaun,0.2502689390487664,0.039192910660164004
MH_Latur,0.250640128172322,0.08273096362311731
BR_Jehanabad,0.25145092965246113,0.04728639942842569
HR_Jind,0.25363901564439434,0.06092409260713922
BR_Purnia,0.25411847446823044,0.05001257420850641
JH_Chatra,0.2542674846531644,0.042947167763302985
MH_Nashik,0.25448164596892153,0.08977471952307994
MH_Buldhana,0.25458480940416617,0.08868063433733216
NL_Zunheboto,0.25536207790731547,0.05648031714230908
UP_Balrampur1,0.2556336143605448,0.051246238943716216
JH_Deoghar,0.2571784356395431,0.052455208290747166
BR_Sheohar,0.25788804807953114,0.05793711504527266
HR_Bhiwani,0.2579224140304507,0.06305137217832353
NL_Mon,0.2585551026931991,0.07249260768800447
TN_Theni,0.25870315330536425,0.04216954985917799
TN_Madurai,0.25872113307256933,0.06215415969445589
MH_Nandurbar,0.25899004729129194,0.06583166241479832
AR_Tirap,0.2591203393614646,0.05030587184639428
MH_Ratnagiri,0.25940811197540165,0.08423726788143417
AR_East Kameng,0.2595120091498284,0.07857415173465497
MH_Dhule,0.2605187477265657,0.08245410954028111
TN_Thiruvarur,0.2611698227524506,0.035999231181141476
JH_Pakur,0.26147961733498293,0.04406489401636122
BR_Saran,0.2616690562575313,0.05389358231638655
BR_Sheikhpura,0.26169261183451664,0.04692130961024103
MH_Thane,0.2620880841739188,0.09624382964857252
OR_Mayurbhanj,0.2621824173783147,0.06398562072723434
UP_Chitrakoot,0.2626450747683341,0.024525828602543032
JH_Palamu,0.26291930022078813,0.057076019050770956
UP_Agra,0.2636237871981899,0.051932007738757856
MH_Chandrapur,0.2638588907987862,0.07668396462017314
AS_Udalguri,0.2667422577278433,0.05350452343964178
MH_Gadchiroli,0.26748882977831046,0.06464002714033004
BR_Nalanda,0.2675034133719389,0.05901788714622646
MH_Jalna,0.26752817442775717,0.08057799561623362
TN_Thoothukkudi,0.2680918947580129,0.05109543268791253
TN_Virudhunagar,0.2683978894993945,0.06823086998426597
UP_Bahraich,0.26914948429222324,0.03723022217023045
WB_Howrah,0.2693183896426186,0.09470974297267089
TN_Thiruvallur,0.2693267140616249,0.0609355318413864
MH_Aurangabad2,0.2695079704815791,0.0900296167652181
UP_Basti,0.2705444266988684,0.04104543624901804
UP_Saharanpur,0.2712649673348177,0.056325009765224955
JH_Gumla,0.2715191867446082,0.060468409979194566
TN_Sivaganga,0.2715344100258308,0.04253898697708388
PB_Faridkot,0.2721260291364646,0.08976725807600873
JH_Dumka,0.2726203647227801,0.054519986499596655
BR_Siwan,0.2728953082813686,0.05436179463281993
MP_Shajapur,0.27497601939867033,0.05070137061283906
CT_Koriya,0.2762457183529944,0.07243400913923909
AR_Upper Subansiri,0.27680711341194514,0.08708417217908158
PB_Sri Muktsar Sahib,0.27734461623069623,0.060159929747997554
CT_Janjgir Champa,0.27767059103899655,0.08132273306221434
AS_Baksa,0.2776854458858511,0.045594295187222064
TN_Dharmapuri,0.27804223797701555,0.045558163657394964
OR_Nabarangapur,0.2784848797571719,0.04819132050066096
UP_Gorakhpur,0.2789181009683859,0.05749269009963082
UP_Mathura,0.27932571812637014,0.056922075515549724
BR_Munger,0.2793352659265298,0.047121398778298906
UP_Mirzapur,0.28054281789528906,0.042427021550118744
UP_Jhansi,0.2809677559775503,0.059369969923991905
AS_Cachar,0.28160728588975004,0.058224697788861905
UP_Siddharthnagar,0.2831824520561701,0.040075458221535055
JH_Ranchi,0.28324342464432567,0.09035763195577048
GJ_Panchmahal,0.28420395720887276,0.09327640899858455
CT_Raipur,0.28458524284229425,0.09719499039339821
OR_Jagatsinghpur,0.28469239760732684,0.10470979470892397
UP_Hamirpur2,0.28501790751481726,0.04449213744640197
PB_Kapurthala,0.28545649485750174,0.09664265525633979
JH_Hazaribagh,0.2865410393226847,0.06523454953747344
JH_Ramgarh,0.2871114958981213,0.07538841194258107
HR_Hisar,0.2871873944553999,0.068956283247445
MP_Sheopur,0.28755809676664323,0.04072189003301539
JH_Khunti,0.2880021057183414,0.08459347415324742
GJ_Sabarkantha,0.28832256096029424,0.08881123977750044
UP_Shrawasti,0.2891822786010967,0.03164599444584158
OR_Bargarh,0.2895389382651873,0.07394810481652382
JH_Godda,0.2902513872700794,0.04957325600604773
TN_Karur,0.29049228130199073,0.05080822513628554
UP_Gonda,0.29052781967192587,0.037828498575534254
AR_West Siang,0.2907796996633237,0.10969592247537274
AS_Goalpara,0.2910037165871672,0.053115357033395726
TN_Tiruchirappalli,0.29127168670494324,0.06636949039228003
OR_Malkangiri,0.29167373351250503,0.059394121254028105
KA_Haveri,0.29186289016241174,0.07262960765315447
UP_Ghaziabad,0.2920757554235744,0.06788618103252168
OR_Kalahandi,0.29268062216962853,0.07834385735276678
UP_Bulandshahr,0.2927041862201076,0.04745323963876015
BR_Bhagalpur,0.2943067372536265,0.05628741647645013
AS_Kokrajhar,0.2944500429469014,0.057634516233026956
TN_Ramanathapuram,0.2944545216096701,0.044826350535115946
TN_Kanyakumari,0.2945362799097934,0.06203304793586737
ML_West Garo Hills,0.29475618343797755,0.07246487204080268
OR_Angul,0.295042239058706,0.06502483472952636
TN_Pudukkottai,0.2950792321785528,0.04726680652147719
AS_Sonitpur,0.29613119832026236,0.07046426659598463
JH_Lohardaga,0.2962905216656922,0.060583815154074364
KA_Raichur,0.2969553279427959,0.07453240647611069
OR_Jajpur,0.2971001405435225,0.08185948712560037
AS_Barpeta,0.29732313349732115,0.07868993199190846
TN_Tiruvannamalai,0.29748202241492977,0.03797190526902987
HR_Panipat,0.29850004604139413,0.09283189415954546
AR_Lower Subansiri,0.29883174756112246,0.09816933638443937
UP_Varanasi,0.30053951204308266,0.07835829724483599
PB_Patiala,0.3007296567047496,0.08416636510476946
JH_Jamtara,0.3020497015329148,0.06569941924701848
AS_Darrang,0.30234571890145395,0.06188799138395261
OR_Boudh,0.3027595305126008,0.06426437453815152
AS_Tinsukia,0.30276166873379523,0.06169230433253585
AS_Sivasagar,0.30301811389600797,0.056929759784544544
TN_Tiruppur,0.3032038053255841,0.05305778176496499
BR_Arwal,0.3052923407952994,0.040631068584547465
GJ_Dang,0.30550481622140163,0.07817215746569071
TG_Ranga Reddy,0.3065373594819909,0.1016083285929971
AP_Kurnool,0.3065753899813567,0.12153262531321983
ML_Ribhoi,0.3070584144645341,0.06630350795858446
TN_Perambalur,0.3072857969332458,0.05532506638972583
CT_Jashpur,0.3073189231966879,0.07644166924004514
OR_Kandhamal,0.30891680648197406,0.0771507686431777
KA_Yadgir,0.309137328606429,0.10451931453642302
CT_Kabeerdham,0.31137131227462717,0.076865655310592
HR_Kaithal,0.31157661146193255,0.07625681371380913
AS_Chirang,0.3138198364864921,0.06792530311389118
GJ_Jamnagar,0.31421694823294455,0.1061469298682156
TN_Namakkal,0.3147079145674073,0.06842403079808247
OR_Kendujhar,0.3147963654992166,0.06774366679191644
KA_Davanagere,0.3161305311701843,0.0791638332004624
TN_Krishnagiri,0.31756471003171066,0.05772660945872692
TN_Erode,0.3190340464990692,0.057365757386274814
AR_Papum Pare,0.3199243372429533,0.11016406811913486
PB_Fatehgarh Sahib,0.3215909677870845,0.068238128641719
MH_Washim,0.32406695846837513,0.1189949547261853
MN_Thoubal,0.3253562562771219,0.06372344658998313
PB_Rupnagar,0.32573503528198566,0.07354661735514376
CT_Uttar Bastar Kanker,0.3274783995000941,0.09626258944296012
OR_Balangir,0.3286209738404618,0.056479787410165086
JH_Simdega,0.32882961015914525,0.056893348321652895
OR_Sundargarh,0.3291529671062468,0.08734678903640282
MH_Kolhapur,0.33069625111035833,0.18060599055572998
MP_Satna,0.3309863230646026,0.06406512527283209
MP_Barwani,0.3322803328712927,0.04538701374793362
MP_Jhabua,0.33282538964029,0.05063860424097213
OR_Nayagarh,0.3340368450408137,0.08630343720171293
MP_Alirajpur,0.3341088259380328,0.04371336586195591
AP_Anantapur,0.3343113261268643,0.1463671496353477
HR_Palwal,0.3350458613533223,0.07096521749137821
NL_Mokokchung,0.33507517135781156,0.11165233118558025
MP_Shivpuri,0.33621853364618637,0.04672518177341328
MZ_Lawngtlai,0.3372096968463196,0.08641661153239351
HR_Sirsa,0.337465034060666,0.0947182225914519
KL_Malappuram,0.33859982688698054,0.13657401554126994
TR_South Tripura,0.3394128545515359,0.11636744706912434
OR_Kendrapara,0.3405167176839695,0.0930079334278004
OR_Rayagada,0.34056230376553215,0.07131027542821602
OR_Gajapati,0.3408864744374084,0.07569178476922624
MH_Wardha,0.3414305636490274,0.11067026247449595
MH_Satara,0.34174284667020227,0.14670106377347447
CT_Raigarh,0.3419504973046845,0.10272758332700631
KA_Chikkamagaluru,0.3429555142926691,0.14622996745934175
MH_Sindhudurg,0.34332331745622613,0.12648722828549605
PB_Ludhiana,0.34539901375895715,0.1101822685258889
AS_Nalbari,0.3454439187236519,0.06655314207809611
UP_Mahoba,0.3462654602161291,0.05533941125031109
JK_Anantnag,0.3462740059256952,0.08980227905648692
CT_Korba,0.34647533647152423,0.1022318172777299
HR_Fatehabad,0.3466700495004835,0.08746500837039058
WB_Purba Medinipur,0.34674123678465424,0.1442366620060343
MP_Singrauli,0.3472505947263495,0.049878932980726876
PB_Shahid Bhagat Singh Nagar,0.3475118812366285,0.11183060867861051
UP_Meerut,0.347968414104758,0.09165839307788827
ML_East Khasi Hills,0.3480970357975693,0.10231595719692659
MP_Sidhi,0.34880345118554645,0.04210613176366619
KA_Gadag,0.3495824605239674,0.11668654949885869
KA_Koppal,0.34965321745136413,0.0987207896857373
HR_Yamunanagar,0.3497704259165462,0.11572757483291536
OR_Dhenkanal,0.3516692921175274,0.0784130931052782
KA_Bagalkote,0.3525600184574484,0.09815891185721724
MP_Morena,0.35396623549698114,0.05630859067025438
OR_Cuttack,0.3544696643512785,0.10845542147557412
MP_Bhind,0.3562778735235657,0.05528462922892182
KA_Bidar,0.35669406446310103,0.08881993776786239
AS_Hailakandi,0.35730385138086684,0.06663319662185119
MP_Mandla,0.359158407629123,0.05292609287092202
MN_Churachandpur,0.3592030436669913,0.08721360749681735
AP_Guntur,0.35977951693323784,0.12120778761380602
MP_Dhar,0.3599485404153092,0.06127890426952598
HR_Kurukshetra,0.36062426463346997,0.11079608772048039
OR_Bhadrak,0.36068688480731737,0.08343152959795849
UP_Baghpat,0.3606996825903574,0.06802819236129444
AP_Y.S.R. Kadapa,0.3619931385211775,0.13713243750409804
MH_Sangli,0.3621067394529618,0.15210285233597307
RJ_Jaipur,0.3621436067669779,0.1274647315541478
AP_Prakasam,0.3625992215333391,0.1518171874889623
NL_Kohima,0.3631617833634342,0.09337358389181605
HR_Rohtak,0.3631639157032955,0.11017203101382958
MP_Chhatarpur,0.36341811475991204,0.055104617348748136
MP_Rewa,0.3641202550752482,0.07125346601801356
HR_Karnal,0.36428038083495645,0.12774990633245734
AS_Bongaigaon,0.36491004380052083,0.07729654955847559
JH_Koderma,0.3685636061815628,0.06930174699375505
AS_Morigaon,0.3694041191824303,0.05345181805743125
MP_Khargone,0.3704260333168539,0.059445416716941285
PB_Jalandhar,0.3714536444823326,0.13021029454000063
UP_Lucknow,0.37342755888116314,0.11932469076250621
AP_East Godavari,0.37395795662492026,0.10718689807492623
KA_Chitradurga,0.374608305372363,0.12794494099271086
AP_Chittoor,0.375075945169983,0.15353478049210553
RJ_Ganganagar,0.37674997765553775,0.13558924378214557
MP_Tikamgarh,0.37717397170982436,0.06557654968356576
OR_Koraput,0.3789701278660411,0.08898653061254075
MP_Katni,0.3797856416432283,0.06182693751441517
RJ_Bharatpur,0.38010258736445746,0.09607559382874847
AP_Srikakulam,0.3805126235889422,0.12466066913937036
JK_Bandipora,0.38092251524607884,0.10201870321646372
TR_West Tripura,0.3820606708198633,0.1642560085853075
AS_Dima Hasao,0.38264939141157017,0.10100326012835004
RJ_Barmer,0.38361540715682874,0.1111696164494992
MP_Panna,0.3844685790737024,0.038597371424074295
KA_Hassan,0.3865361870862819,0.12871779831470131
MP_Umaria,0.38658690547461216,0.053741093557582845
GJ_Kheda,0.3866519412927168,0.11630320646467106
CT_Dhamtari,0.3882350293392816,0.11428003415935112
MH_Bhandara,0.388474374632394,0.12809018156613075
AP_Krishna,0.3887771234679787,0.12343145323923196
RJ_Dungarpur,0.38895410470763786,0.10005170854242405
RJ_Udaipur,0.38947047666225615,0.1207073998996226
HR_Mahendragarh,0.39073710969018144,0.11549656865722144
AP_S.P.S. Nellore,0.3907723050374938,0.17839677117733857
NL_Longleng,0.3922430869186277,0.11974090801045877
RJ_Jalore,0.39244557698512084,0.09619681418252012
RJ_Pali,0.3926480180096615,0.12682294082224294
MP_Vidisha,0.3926594122183189,0.06955153800017136
KA_Chamarajanagara,0.3928355559561164,0.10735106402779805
AP_Vizianagaram,0.39287533152425663,0.09384493067528153
OR_Subarnapur,0.3928919684750313,0.08225892887871343
MP_Guna,0.39300888669444445,0.05977838438235742
OR_Puri,0.393676452408564,0.09772182748288427
KA_Dharwad,0.3939409525490479,0.10951027680759795
KA_Uttara Kannada,0.39419859459813006,0.1368871719331547
MP_Chhindwara,0.39433178282116693,0.07424236772103407
TR_North Tripura,0.39476069498102884,0.1280702993168066
MP_Ashoknagar,0.39493723012622606,0.06445967261922371
HR_Rewari,0.39564849411106123,0.14060479911854737
JK_Srinagar,0.39612994197257667,0.10384135559564014
MP_Seoni,0.3964757517596225,0.06873603740326335
HR_Sonipat,0.3970804158066098,0.13194611589923042
RJ_Bhilwara,0.3989544629634012,0.11737774561422083
RJ_Baran,0.39985442709291724,0.10437168525174707
MP_Balaghat,0.3998999822530202,0.06915093042361219
RJ_Alwar,0.4001873615847241,0.144393073935701
AS_Kamrup,0.4006215313974836,0.09504316849220648
MP_Mandsaur,0.4011098088571341,0.06774563921066001
RJ_Churu,0.4022785451867498,0.12063070868187886
RJ_Banswara,0.40331796927373526,0.108158899796104
MP_Anuppur,0.40352919036299595,0.058510191034345606
RJ_Dholpur,0.4041827874640701,0.10183702495449708
RJ_Karauli,0.40429474273237476,0.09785578310410849
RJ_Hanumangarh,0.40455639626481665,0.12057021725459967
GJ_Amreli,0.4053018445505518,0.14655690501192056
RJ_Sawai Madhopur,0.4056018826686514,0.1053333043814875
JK_Budgam,0.4061506212313183,0.12975608461747673
MP_Raisen,0.4064270195862562,0.061485569582989445
HR_Jhajjar,0.40672888810054203,0.11249210928574037
AS_Dhemaji,0.40695608577345793,0.08227996612901581
KA_Chikkaballapura,0.4084721266126154,0.12425982229361072
KA_Mandya,0.40950420568743845,0.11693799151497229
WB_Darjeeling,0.4131884863898706,0.14552504490143345
JK_Baramulla,0.41364471017490395,0.11743196443788385
JK_Kupwara,0.41365697176091565,0.0707907357236251
RJ_Nagaur,0.4140983746318865,0.16870960047379738
RJ_Rajsamand,0.41425059895538374,0.09937169126324899
RJ_Sirohi,0.41451407155525277,0.13679408228525994
MP_Damoh,0.41539954707214494,0.056462527457663586
RJ_Dausa,0.4171128524133188,0.08702350513243626
AP_West Godavari,0.4172113754601894,0.10971976897946287
RJ_Chittorgarh,0.41774469060529495,0.12049499526658024
RJ_Jodhpur,0.41823433450903336,0.1519991646698751
AS_Dibrugarh,0.4195523755310687,0.10443515401463431
AS_Lakhimpur,0.41996781613166023,0.06898037398153986
MH_Gondia,0.4205611009998435,0.10894384680005474
RJ_Jaisalmer,0.42156290536617114,0.11953086865725558
TN_Salem,0.42321203335041135,0.09374633837020427
RJ_Bikaner,0.4236661129294055,0.15017912913922832
MH_Nagpur,0.42390229436755006,0.15011077516831164
GJ_Patan,0.42419556251460483,0.13602989877460867
MP_Betul,0.4257776942696345,0.08502807608663913
GJ_Surendranagar,0.42910592233076045,0.07662327161913786
MP_Hoshangabad,0.4292133564264712,0.09122970959036533
OR_Ganjam,0.42970832503313233,0.13284354827146602
BR_Patna,0.4299326963508388,0.14658322007582472
KL_Palakkad,0.43036028604230564,0.1498519182301079
KA_Kodagu,0.431664199062611,0.1588241340693466
GJ_Banaskantha,0.4332024998509857,0.1567688060846542
RJ_Tonk,0.43437043999757974,0.11895089515002188
RJ_Jhalawar,0.4351019644554112,0.09949409302763958
MP_Burhanpur,0.43545333028962313,0.10754281537038479
MP_Ratlam,0.436723619292281,0.08373004991515866
MP_Khandwa,0.4367758447889068,0.07159132284679874
MP_Dewas,0.43711993553812556,0.07609378946930867
AP_Visakhapatnam,0.4371367194573985,0.14523856747873076
MP_Dindori,0.43933634624228557,0.0629417876466948
OR_Jharsuguda,0.4397494413335519,0.096736007454638
RJ_Sikar,0.44029226099256236,0.1660884170926814
RJ_Pratapgarh2,0.4412235783224712,0.09133166176565481
RJ_Bundi,0.44188707235355645,0.14441995992460208
MP_Sagar,0.4420649849608444,0.0967761465621844
OR_Nuapada,0.44383681039087,0.07105058799243752
CT_Rajnandgaon,0.4452405875093437,0.11122980249594537
JK_Pulwama,0.4453607879523232,0.12604025408607522
RJ_Jhunjhunu,0.44587128488169414,0.16278038132093614
KA_Kolar,0.4460762522284221,0.10470378501445912
MP_Narsinghpur,0.4465221540608909,0.07992918467121062
GJ_Tapi,0.4467746852006513,0.13382410888426832
KA_Ramanagara,0.44677712546045023,0.16981607853424419
GJ_Valsad,0.44716705028733444,0.15782932065724012
MP_Rajgarh,0.44724915157968553,0.06581386893895384
CT_Mahasamund,0.4475451075473927,0.13993942410293256
MP_Datia,0.4484997851933387,0.07122048314975202
GJ_Anand,0.45007346810050913,0.14361615963722288
TN_Coimbatore,0.45078910193476374,0.10626582360842615
JK_Kishtwar,0.45147293407774736,0.12988955161771334
JK_Shopiyan,0.4518227748248596,0.15940123584320945
RJ_Kota,0.4573396192954023,0.16673739911656196
PB_Hoshiarpur,0.45824942881903413,0.1487364689198771
AS_Golaghat,0.45858328146909516,0.08318024010017921
AS_Jorhat,0.46054313274543696,0.09166074619869334
GJ_Gandhinagar,0.460757045251564,0.14585059274167184
JK_Jammu,0.461819866950596,0.2129104197631569
JK_Ganderbal,0.46633002292853154,0.14322935927865899
MP_Neemuch,0.47144965238897085,0.0969969748216549
KA_Dakshina Kannada,0.4753807936165356,0.14932603513795858
UT_Haridwar,0.4756985477316705,0.11636396529452155
GJ_Mehsana,0.47673783232370087,0.1753679491160966
MP_Shahdol,0.4767410556411769,0.07260640318630325
GJ_Navsari,0.4780682754844804,0.17248238663369614
KA_Mysuru,0.47859420810915365,0.16772032639738338
UT_Pauri Garhwal,0.4792840087825618,0.18227598720155513
PY_Karaikal,0.4796775579107191,0.0972170890311754
KL_Alappuzha,0.48292006397250853,0.21087006277408146
JK_Rajouri,0.48412630464730744,0.09118716094736269
MZ_Mamit,0.4857811125005789,0.1500856838497522
PY_Puducherry,0.48694134100257924,0.12574806190537827
RJ_Ajmer,0.48785583875198796,0.16150042662710623
KL_Kozhikode,0.48817562039637846,0.18983907231102168
TG_Warangal Urban,0.4884207216730674,0.1394723343877509
KL_Kannur,0.48862526124622124,0.20002552513809932
AR_Upper Dibang Valley,0.4891304347826087,0.15417291354322837
UT_Udham Singh Nagar,0.4894930080744641,0.1096614595652137
DL_New Delhi,0.4914838573711928,0.1944848984160714
JK_Doda,0.49148647593770733,0.10495052886304204
KL_Kasaragod,0.4920768715938426,0.21545998661439908
GJ_Rajkot,0.4921707068206083,0.1720557289440718
AR_Upper Siang,0.494762174405436,0.18001132502831257
JK_Kathua,0.49575867690835207,0.13337010390389903
GJ_Narmada,0.49654326550871847,0.20004506206197897
UT_Tehri Garhwal,0.49683567312026705,0.16338170167595417
KL_Kollam,0.49963212066593937,0.19186453540767442
