districtid,vaccinateddose1ratio,vaccinateddose2ratio
JK_Kulgam,0.5007621035471386,0.14320950426754428
MP_Gwalior,0.5058822776761829,0.12510457491894827
AR_Changlang,0.5099645136480779,0.11405556380122246
KA_Udupi,0.5102181913618677,0.18740980888614453
UT_Almora,0.5128239727809852,0.18773794951373962
KL_Thrissur,0.5139100346020761,0.20219595027553505
UT_Pithoragarh,0.5141207060249586,0.1625479119392519
OR_Sambalpur,0.5141422669698079,0.10736538984284875
MN_Bishnupur,0.5151411758263514,0.09064065139280283
AR_Anjaw,0.5159918741437143,0.12042330042046583
AR_East Siang,0.5172757876912533,0.16207390086076562
MN_Imphal East,0.5238811434885653,0.13335291912311203
MP_Sehore,0.5296896590642187,0.10194443512398081
MP_Jabalpur,0.5299642063923478,0.13860817792796543
JK_Punch,0.531678672916208,0.09440372455880965
TN_Nilgiris,0.5331482171461829,0.14034381569607585
MZ_Kolasib,0.5335953784765648,0.16857840509796915
GJ_Bharuch,0.5339057742039266,0.14386993325033415
KL_Kottayam,0.5394122511902706,0.21238195417591138
MZ_Lunglei,0.5398691676784697,0.19066704660901454
MH_Pune,0.5406146387981091,0.1880162572242075
GJ_Porbandar,0.547005802384153,0.22054867289892033
AR_Lower Dibang Valley,0.5496671597633136,0.14981508875739644
JK_Udhampur,0.5534654089750174,0.14285791507878592
AR_Tawang,0.5537547271745002,0.18340436600836385
MZ_Champhai,0.5540100998051612,0.20005566821742415
MP_Ujjain,0.5596311574420796,0.13463679446605303
KL_Idukki,0.5608237884747523,0.19480979716386498
MN_Imphal West,0.5627017405674218,0.13411017930778854
HR_Faridabad,0.5742598493810965,0.17203808517610056
HR_Ambala,0.5750529534275712,0.22752691983870252
JK_Ramban,0.5795610352715597,0.17084166041034426
JK_Reasi,0.5806614611637064,0.1187954250048464
MZ_Saiha,0.5828472443171775,0.1418142609679358
UT_Nainital,0.5870092865635524,0.1901645183086198
HP_Chamba,0.5876300377591123,0.1588040379132311
LA_Kargil,0.58810244172668,0.21305095098080992
KL_Thiruvananthapuram,0.5923826272699654,0.2253146896781301
AR_West Kameng,0.5941725136097776,0.16299569966764743
MP_Harda,0.5977754989350793,0.09765717441034945
GJ_Vadodara,0.5982178909004313,0.21618455425427055
JK_Samba,0.6033998331754982,0.20125557388255805
HR_Panchkula,0.6048498734172705,0.22507139764793077
NL_Dimapur,0.6073002103951575,0.1287660601196903
UT_Chamoli,0.6095708686048442,0.22100330690364015
HP_Sirmaur,0.6183182191354238,0.14033273254003453
MZ_Aizawl,0.6186720758214279,0.2026084849453797
MZ_Serchhip,0.6259451468346243,0.22934536550810786
UT_Dehradun,0.6291700212295205,0.23523569954275786
UT_Uttarkashi,0.6397908423865296,0.21882782062856346
GA_North Goa,0.6458078649597558,0.19352255723660405
UT_Champawat,0.6479464505792457,0.21249922972639881
TG_Hyderabad,0.6489478543857554,0.22983382289505577
OR_Khordha,0.6627099050350561,0.44888889283657085
TR_Dhalai,0.6630330751130264,0.1681542976495783
UT_Rudraprayag,0.669835111542192,0.19268217182244052
HP_Kullu,0.6751677883001487,0.19953048962898176
KL_Ernakulam,0.6774784090119754,0.22705268237636744
UT_Bageshwar,0.6790202310137053,0.2251614094760252
MP_Bhopal,0.683257832674908,0.19682285694041612
TN_Chennai,0.6870516741658439,0.2563799676848159
HP_Mandi,0.6882744852102018,0.2337691305161051
HP_Shimla,0.690070146558396,0.23239886487880984
CH_Chandigarh,0.695039082855654,0.23151357240987255
HP_Kangra,0.7035610814032416,0.22019965895733656
DN_Diu,0.7282328993355609,0.26197334562353575
KL_Pathanamthitta,0.7344372697116782,0.3190706289898548
KL_Wayanad,0.7374262924812214,0.25783807589733554
PY_Mahe,0.7391189975129138,0.313898986034054
HP_Bilaspur2,0.759236666003414,0.26203018148687285
HP_Una,0.761394009282906,0.2439631370005737
HP_Hamirpur1,0.788459170390177,0.2956672413186504
MP_Indore,0.796360786487124,0.21699504104285505
LA_Leh,0.7995460232082525,0.32083274026684244
LD_Lakshadweep,0.8015448327206738,0.2772478401811611
AS_Kamrup Metropolitan,0.8149589533134812,0.24910641514971235
SK_Sikkim,0.820255266739494,0.25884040833506666
GJ_Surat,0.8202627652342698,0.2573611461455256
WB_Kolkata,0.8453534974805935,0.30239860662077517
HP_Lahaul and Spiti,0.8534723102268407,0.27439488024331515
UP_Gautam Buddha Nagar,0.8700618585474922,0.21865646511317474
HP_Kinnaur,0.880457911817501,0.2726192032904982
GJ_Ahmedabad,0.9068034334942423,0.2821262159136983
GA_South Goa,0.9125764787982583,0.2679095821162556
HP_Solan,0.9715794733939895,0.20822477253928867
DN_Dadra and Nagar Haveli,1.0173140650957642,0.1207562211056446
HR_Gurugram,1.0199130763216837,0.3418192431221739
DN_Daman,1.1026557097498078,0.18451350347590925
MH_Mumbai,1.999649641490226,0.6726993583674914
